Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145128, 'rho': 714.9321020927683, 'd': 0.7332503144371938, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.822595419847328, 'Stressed Variance': 375.65898563020806, 'Stressed Steady State Time': 13.637907550950727}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3199999999999999,0.9,0.6,0.9125,0.5875,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145128, 'rho': 714.9321020927683, 'd': 0.7332503144371938, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.822595419847328, 'Stressed Variance': 375.65898563020806, 'Stressed Steady State Time': 13.637907550950727}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3199999999999999,0.9,0.6,0.9125,0.5875,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145128, 'rho': 714.9321020927683, 'd': 0.7332503144371938, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.822595419847328, 'Stressed Variance': 375.65898563020806, 'Stressed Steady State Time': 13.637907550950727}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3199999999999999,0.9,0.6,0.9125,0.5875,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145128, 'rho': 714.9321020927683, 'd': 0.7332503144371938, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.822595419847328, 'Stressed Variance': 375.65898563020806, 'Stressed Steady State Time': 13.637907550950727}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3199999999999999,0.9,0.6,0.9125,0.5875,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145128, 'rho': 714.9321020927683, 'd': 0.7332503144371938, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.822595419847328, 'Stressed Variance': 375.65898563020806, 'Stressed Steady State Time': 13.637907550950727}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3199999999999999,0.9,0.6,0.9125,0.5875,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145128, 'rho': 714.9321020927683, 'd': 0.7332503144371938, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.822595419847328, 'Stressed Variance': 375.65898563020806, 'Stressed Steady State Time': 13.637907550950727}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3199999999999999,0.9,0.6,0.9125,0.5875,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145128, 'rho': 714.9321020927683, 'd': 0.7332503144371938, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.822595419847328, 'Stressed Variance': 375.65898563020806, 'Stressed Steady State Time': 13.637907550950727}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3199999999999999,0.9,0.6,0.9125,0.5875,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145128, 'rho': 714.9321020927683, 'd': 0.7332503144371938, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.822595419847328, 'Stressed Variance': 375.65898563020806, 'Stressed Steady State Time': 13.637907550950727}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3199999999999999,0.9,0.6,0.9125,0.5875,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145128, 'rho': 714.9321020927683, 'd': 0.7332503144371938, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.822595419847328, 'Stressed Variance': 375.65898563020806, 'Stressed Steady State Time': 13.637907550950727}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3199999999999999,0.9,0.6,0.9125,0.5875,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.76057251908397, 'Stressed Variance': 376.6711095958861, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.825,0.6125,0.85,0.6125,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.632519083969466, 'Stressed Variance': 367.39159899772733, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.9375,0.5875,0.8375,0.6,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.632519083969466, 'Stressed Variance': 367.39159899772733, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.9375,0.5875,0.8375,0.6,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.632519083969466, 'Stressed Variance': 367.39159899772733, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.9375,0.5875,0.8375,0.6,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.632519083969466, 'Stressed Variance': 367.39159899772733, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.9375,0.5875,0.8375,0.6,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.632519083969466, 'Stressed Variance': 367.39159899772733, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.9375,0.5875,0.8375,0.6,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.632519083969466, 'Stressed Variance': 367.39159899772733, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.9375,0.5875,0.8375,0.6,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.632519083969466, 'Stressed Variance': 367.39159899772733, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.9375,0.5875,0.8375,0.6,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.632519083969466, 'Stressed Variance': 367.39159899772733, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.9375,0.5875,0.8375,0.6,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937306, 'rho': 737.416855710773, 'd': 0.7332977424384661, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.632519083969466, 'Stressed Variance': 367.39159899772733, 'Stressed Steady State Time': 13.637025482645802}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.32999999999999985,0.9375,0.5875,0.8375,0.6,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.65442748091603, 'Stressed Variance': 381.9938620768021, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.575,0.9125,0.55,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.811259541984732, 'Stressed Variance': 399.85212513111134, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.6375,0.7625,0.6,0.6875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.811259541984732, 'Stressed Variance': 399.85212513111134, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.6375,0.7625,0.6,0.6875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.811259541984732, 'Stressed Variance': 399.85212513111134, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.6375,0.7625,0.6,0.6875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.811259541984732, 'Stressed Variance': 399.85212513111134, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.6375,0.7625,0.6,0.6875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.811259541984732, 'Stressed Variance': 399.85212513111134, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.6375,0.7625,0.6,0.6875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.811259541984732, 'Stressed Variance': 399.85212513111134, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.6375,0.7625,0.6,0.6875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.811259541984732, 'Stressed Variance': 399.85212513111134, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.6375,0.7625,0.6,0.6875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.811259541984732, 'Stressed Variance': 399.85212513111134, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.6375,0.7625,0.6,0.6875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1754015986728574, 'rho': 759.9014352152604, 'd': 0.7333424015328854, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.811259541984732, 'Stressed Variance': 399.85212513111134, 'Stressed Steady State Time': 13.636195014903373}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.33999999999999986,0.875,0.6375,0.7625,0.6,0.6875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752290076335878, 'Stressed Variance': 413.91619704562675, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.9125,0.5875,0.8625,0.6375,0.6625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752557251908398, 'Stressed Variance': 412.53751254443216, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.8875,0.6625,0.825,0.65,0.7625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752557251908398, 'Stressed Variance': 412.53751254443216, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.8875,0.6625,0.825,0.65,0.7625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752557251908398, 'Stressed Variance': 412.53751254443216, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.8875,0.6625,0.825,0.65,0.7625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752557251908398, 'Stressed Variance': 412.53751254443216, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.8875,0.6625,0.825,0.65,0.7625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752557251908398, 'Stressed Variance': 412.53751254443216, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.8875,0.6625,0.825,0.65,0.7625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752557251908398, 'Stressed Variance': 412.53751254443216, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.8875,0.6625,0.825,0.65,0.7625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752557251908398, 'Stressed Variance': 412.53751254443216, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.8875,0.6625,0.825,0.65,0.7625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752557251908398, 'Stressed Variance': 412.53751254443216, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.8875,0.6625,0.825,0.65,0.7625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.1703230404751506, 'rho': 782.385855546683, 'd': 0.7333845273169819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.752557251908398, 'Stressed Variance': 412.53751254443216, 'Stressed Steady State Time': 13.635411748573503}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.34999999999999987,0.8875,0.6625,0.825,0.65,0.7625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.16553033098356373, 'rho': 804.8701299625694, 'd': 0.7334243293968244, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.671374045801526, 'Stressed Variance': 407.4555164326088, 'Stressed Steady State Time': 13.634671770738914}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.3599999999999999,0.875,0.5875,0.8875,0.575,0.7375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.16553033098356373, 'rho': 804.8701299625694, 'd': 0.7334243293968244, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.623435114503817, 'Stressed Variance': 405.46468743662956, 'Stressed Steady State Time': 13.634671770738914}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3599999999999999,0.9,0.5875,0.8875,0.55,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.16553033098356373, 'rho': 804.8701299625694, 'd': 0.7334243293968244, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.623435114503817, 'Stressed Variance': 405.46468743662956, 'Stressed Steady State Time': 13.634671770738914}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3599999999999999,0.9,0.5875,0.8875,0.55,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.16553033098356373, 'rho': 804.8701299625694, 'd': 0.7334243293968244, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.623435114503817, 'Stressed Variance': 405.46468743662956, 'Stressed Steady State Time': 13.634671770738914}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3599999999999999,0.9,0.5875,0.8875,0.55,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.16553033098356373, 'rho': 804.8701299625694, 'd': 0.7334243293968244, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.623435114503817, 'Stressed Variance': 405.46468743662956, 'Stressed Steady State Time': 13.634671770738914}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3599999999999999,0.9,0.5875,0.8875,0.55,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.16553033098356373, 'rho': 804.8701299625694, 'd': 0.7334243293968244, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.623435114503817, 'Stressed Variance': 405.46468743662956, 'Stressed Steady State Time': 13.634671770738914}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3599999999999999,0.9,0.5875,0.8875,0.55,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.16553033098356373, 'rho': 804.8701299625694, 'd': 0.7334243293968244, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.623435114503817, 'Stressed Variance': 405.46468743662956, 'Stressed Steady State Time': 13.634671770738914}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3599999999999999,0.9,0.5875,0.8875,0.55,0.7,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.16553033098356373, 'rho': 804.8701299625694, 'd': 0.7334243293968244, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.623435114503817, 'Stressed Variance': 405.46468743662956, 'Stressed Steady State Time': 13.634671770738914}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.3599999999999999,0.9,0.5875,0.8875,0.55,0.7,0.45
