Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.077404580152672, 'Stressed Variance': 174.47049708058972, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,1.0,0.7375,1.0,0.7375,0.925,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.077404580152672, 'Stressed Variance': 174.47049708058972, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,1.0,0.7375,1.0,0.7375,0.925,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.868053435114504, 'Stressed Variance': 178.99094888264085, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,0.9875,0.7375,0.85,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,1.0,0.7375,0.875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,1.0,0.7375,0.875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,1.0,0.7375,0.875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,1.0,0.7375,0.875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,1.0,0.7375,0.875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,1.0,0.7375,0.875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,1.0,0.7375,0.875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,1.0,0.7375,0.875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245625614, 'rho': 332.63090567881466, 'd': 0.7314928984010024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704901678}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.14999999999999997,0.9875,0.7375,1.0,0.7375,0.875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.107786259541985, 'Stressed Variance': 198.37174090087993, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.975,0.7375,0.9875,0.7375,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.9875,0.7625,1.0,0.775,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.9875,0.7625,1.0,0.775,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.9875,0.7625,1.0,0.775,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.9875,0.7625,1.0,0.775,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.9875,0.7625,1.0,0.775,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.9875,0.7625,1.0,0.775,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.9875,0.7625,1.0,0.775,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.9875,0.7625,1.0,0.775,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.37867259718260243, 'rho': 355.1257249902083, 'd': 0.7316980042868179, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.66684061103453}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.15999999999999998,0.9875,0.7625,1.0,0.775,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.205725190839695, 'Stressed Variance': 212.36340233669367, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7125,1.0,0.725,0.85,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7375,1.0,0.75,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7375,1.0,0.75,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7375,1.0,0.75,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7375,1.0,0.75,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7375,1.0,0.75,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7375,1.0,0.75,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7375,1.0,0.75,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7375,1.0,0.75,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.3557607464251385, 'rho': 377.6190111804415, 'd': 0.7318793437061805, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.66345434666973}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.16999999999999998,0.975,0.7375,1.0,0.75,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.335464605870292, 'rho': 400.11102000085714, 'd': 0.7320408209697388, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.013854961832061, 'Stressed Variance': 221.99885384155934, 'Stressed Steady State Time': 13.660440392863531}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.17999999999999997,0.9625,0.6875,0.9875,0.6875,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.335464605870292, 'rho': 400.11102000085714, 'd': 0.7320408209697388, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.660440392863531}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.17999999999999997,0.975,0.7,0.9875,0.7,0.7875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.335464605870292, 'rho': 400.11102000085714, 'd': 0.7320408209697388, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.660440392863531}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.17999999999999997,0.975,0.7,0.9875,0.7,0.7875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.335464605870292, 'rho': 400.11102000085714, 'd': 0.7320408209697388, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.660440392863531}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.17999999999999997,0.975,0.7,0.9875,0.7,0.7875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.335464605870292, 'rho': 400.11102000085714, 'd': 0.7320408209697388, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.660440392863531}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.17999999999999997,0.975,0.7,0.9875,0.7,0.7875,0.45
