class_name,label,split,tf,condition,x,y,representation,method
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,4.365185551033051,-0.24557143882834348,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,0.32600069029486306,0.44904763073053994,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,0.3969526936392619,0.9323270910741438,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,4.318985125384857,1.9156714054210078,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,4.777949082601495,2.7563152822637167,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),-1.6453825709389966,-0.6964162533711208,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-1.7094888449880787,1.6175215473089595,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,1.6949126101584258,-1.1814331763518038,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-2.5115619984038946,2.5258828065030383,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,2.278409597587937,0.09989079735499419,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-4.100714963071298,2.7306321029564646,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-3.1741183246135227,-1.5792752950197826,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,0.4070426123777894,-0.05202819729872088,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,0.3506607603347516,-0.7211207156199841,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,4.704648539058423,-0.3645140731951492,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-1.9875383074745183,1.5154754515812003,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,-0.3047584851589024,0.1043371189266729,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,0.012622994648879275,1.8165977820861792,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-0.478899117170402,2.0603545809225987,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),0.6636970281528826,-2.7129653367413353,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-6.565270604511602,0.14628945978916288,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-1.968322784371648,1.91016124653634,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),-0.8046184873062159,-2.3374055617807312,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,0.569212068407965,-0.9242819882833119,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,6.123524914418334,0.9808568545471004,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),2.273355246338608,-0.7326227496060079,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-2.661130262283698,1.5359296202859916,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),0.7678169254082235,0.435981268134932,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),0.9750171546808348,-0.22240114625833093,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),0.7360815379081198,-0.28909009343207864,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),-6.550355624108369,-0.7544156391549892,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),3.7856754479364896,-0.2704866685496365,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,-2.106219391007311,-0.36984311110116835,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-3.312718778516478,-1.9300550522391913,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),1.7384939830532766,0.2158196969489466,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,0.8273145956880286,-0.2928405423431683,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-2.1123314047476733,0.8314569996845346,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-2.778520337420619,0.8761439487983735,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),0.6576933731731027,-0.42627633052705244,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,-4.980306724234925,0.49225280235042873,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,4.110438098009632,2.273106042494232,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),3.951673905483137,-0.1970681537788151,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),2.2832531396239615,0.24569464839612187,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-1.3191767433572013,-0.12637076096017014,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),0.5001769445739013,-1.6007329526743237,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,0.8594935754042338,-0.25820455334094505,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),-0.8483822395435644,-2.6723374580775663,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),-0.2582501998215439,-1.8051174894690534,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,0.45168591676896463,-1.7255017431926334,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-2.979956918722487,0.6146164670326416,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-0.9997913450730225,-0.6485929827218071,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-4.0707795523445425,1.6278066456055167,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),3.1754634006198903,-1.0455490483979266,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,2.534774698174043,-1.5716500879085828,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,-1.0143811474825344,-1.625193890785442,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,3.1533283556080285,0.350302479320427,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,3.338918061553459,-0.1305811539015291,catch22,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-1.5577760969423007,0.9907160012343569,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),1.248814721696358,-1.7167563451713894,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,1.392558303099508,-0.6082434838183005,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-2.44742046941026,-1.6320176704828133,catch22,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,0.004665985601295934,-0.17905567010266382,catch22,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,4.481057940415143,0.9137298789548115,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),5.3557523175213815,-0.5380908688011137,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,-3.597931146729923,-1.2038249520453665,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,-1.6215969012642466,-0.9235190171880452,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,-2.0493506645890007,1.9982429297043045,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,-0.3223815189735162,1.9968866499353521,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-7.420463423097439,0.2859495198082488,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),-0.6500251104853386,-0.31138498147791366,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,4.609496408785972,3.097429944579476,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-2.41426701687981,-1.5189663788728023,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),0.14688302642958784,-1.275870412454646,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-2.9597936434321044,0.8228491240619212,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,4.646984547641118,1.5579667273503939,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,2.230184155284058,0.9409775498177755,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),-1.015137489620568,-2.1027776612134694,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-1.371615582156111,2.78356045352498,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),2.4711159328825025,-1.484043164976315,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),4.761530448598884,1.2972600616838514,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),0.6684513032155317,-0.1995817169030236,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),-1.8560107850372964,-2.1574849123750948,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,1.1200647771510062,0.1270698002613148,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-2.2224082703964867,-0.7764514343030057,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,2.4038373930707753,-0.6217161039436728,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),3.868416809015486,-2.2166004971166484,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,-2.3553709413643094,-1.2195048797389527,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),-1.944772326849642,1.0107412224400156,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-1.262299530203287,0.6897844473608082,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),0.121475335542047,-0.49158109407793976,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),-1.4614750555973417,-2.024966843384683,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,-2.952890628479617,-1.4734221143512425,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-0.4570535023674947,-1.9550866156491749,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,3.554831136679768,14.045826697148595,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),1.954998407177662,-2.4056934850966383,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-4.31097413470797,-0.6692894555826687,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-0.9652877015437471,-1.5025922653329042,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),-3.236728321221035,0.6007427270407136,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,4.800921733827405,2.0166061651260123,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-0.3954257830368431,3.6398441500261653,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-4.55395184864548,-0.5147135497191404,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,-2.8521621391958316,-0.7866143908389259,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,-1.757874130042532,-1.5959985558125505,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),-0.26470802050136855,-0.8492554438229212,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),1.4015246506435872,-0.6280131361979269,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,4.09987978096228,2.033452047909637,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),4.0087870316798115,0.6066765605609884,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-4.814130678189827,1.6457970399442061,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,-1.0667149352980505,0.9777586861727225,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),4.075008703403019,-0.8677723736158964,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,1.9040115223964724,2.1105029146825847,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-0.889759102781883,0.6268798980825139,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),1.0088950820974152,-1.2130436397591415,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),4.532510040201265,-2.423411085115374,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,2.2910572435272796,-0.20112776040697433,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),-3.063484375721823,-1.0742862030507245,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-1.7989241806737801,-0.34019498323621966,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),12.892857775751596,-2.4043726948532655,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),-0.4552824740712637,-0.521470557461897,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,4.100063286784754,1.0503909543084822,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),-0.31812937233025196,-0.4705393340370258,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,2.8428907724272485,-0.1091434636344372,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-3.4803670706111736,0.3758362182582809,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-5.038477727708638,-1.0596971594733184,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,-3.7813053450691587,0.08993336158593089,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-3.0327334117567153,-0.8954109567862907,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,3.480052607115319,-1.1410343974658812,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,1.145305860054401,1.1222901419652342,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-6.13229372829195,0.5859104501141709,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,5.306407279682395,0.5418081813987888,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-4.266165906087974,2.0520955697618772,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),1.3558164218296607,0.15906829496382827,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),1.9511659986249639,-1.6020304818803168,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-0.8397987609835083,-2.460723839899368,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-1.9075791661705388,1.8951417278574467,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),0.16415790767761657,0.5418944925119877,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),4.225787945362002,0.9683281681307979,catch22,PCA
Rtg1 @ 2% glucose (mock/steady),5,test,Rtg1,2% glucose (mock/steady),0.07621222804370568,-1.9213721981951624,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,0.14956884004463528,-1.7159685592102216,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-1.4535286056156014,-0.557310294562927,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,1.5557899412605365,1.78354497586653,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-1.5840300275545727,-2.0641428126415633,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,2.6807473184756203,-1.527565058388234,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,3.4185305969692155,0.9921900369883893,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,0.08966684848780683,-1.3294494078518029,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,0.16644312749817708,2.282627744545735,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),-3.502143925846224,0.8301539618879464,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,-0.2609550312311896,-0.9176367932823222,catch22,PCA
Rtg1 @ 0.01% glucose,3,test,Rtg1,0.01% glucose,-1.2849043911254874,-1.1300115658702632,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),4.738562984815162,-1.5525522132536538,catch22,PCA
Nrg1 @ 2% glucose (mock/steady),2,test,Nrg1,2% glucose (mock/steady),4.549735384322271,1.7946934444426337,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,1.3848885352375975,-4.280440671375666,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,-4.430211116918915,1.451497960875935,catch22,PCA
Nrg1 @ 0.01% glucose,0,test,Nrg1,0.01% glucose,0.365859510108339,-0.828885201444419,catch22,PCA
Rtg1 @ 0.1% glucose,4,test,Rtg1,0.1% glucose,1.0858324149647773,0.36154391805857233,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,3.5442558408640563,-0.4785883684146907,catch22,PCA
Nrg1 @ 0.1% glucose,1,test,Nrg1,0.1% glucose,0.038913144180006284,0.768051527259299,catch22,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,4.220957279205322,-6.5285773277282715,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.315357208251953,-10.781279563903809,catch22,t-SNE
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-1.3227078914642334,-4.368973255157471,catch22,t-SNE
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,28.423538208007812,2.9695167541503906,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.71782684326172,-5.537151336669922,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),1.67823326587677,1.6566548347473145,catch22,t-SNE
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-28.54306983947754,-3.7508368492126465,catch22,t-SNE
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-9.196893692016602,3.9077646732330322,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),17.35890769958496,-5.069375514984131,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),17.229328155517578,4.02949333190918,catch22,t-SNE
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,-3.2649354934692383,14.078126907348633,catch22,t-SNE
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,5.763369560241699,2.653306722640991,catch22,t-SNE
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,10.445033073425293,11.246337890625,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,26.117979049682617,-8.91389274597168,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),6.59057092666626,0.792728841304779,catch22,t-SNE
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-15.994732856750488,10.812068939208984,catch22,t-SNE
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-15.74397087097168,-13.742958068847656,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),17.349822998046875,-8.817879676818848,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,20.608823776245117,2.02724552154541,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,2.303349018096924,-7.432605743408203,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),17.061660766601562,-15.829509735107422,catch22,t-SNE
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-3.8626608848571777,17.860803604125977,catch22,t-SNE
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,3.249329090118408,17.40087127685547,catch22,t-SNE
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,2.6727237701416016,18.700536727905273,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),13.037861824035645,-6.5571160316467285,catch22,t-SNE
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,-27.8658504486084,7.330577373504639,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,11.772810935974121,3.9359912872314453,catch22,t-SNE
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,3.7357637882232666,-7.118846416473389,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),17.673254013061523,-12.768610000610352,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),0.7098706364631653,3.295407772064209,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,16.66086196899414,-2.2991719245910645,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,9.27226734161377,10.767934799194336,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),21.473772048950195,-17.143577575683594,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,24.50057601928711,0.8619080185890198,catch22,t-SNE
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,12.788861274719238,8.886789321899414,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,27.5336971282959,0.5719049572944641,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),-5.8573784828186035,4.9292683601379395,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),10.57474422454834,-9.112178802490234,catch22,t-SNE
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-15.52798843383789,6.930856227874756,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-19.978364944458008,-10.011126518249512,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),-10.46630573272705,19.286333084106445,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),-0.7472622990608215,5.767268180847168,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-23.5358943939209,0.10438748449087143,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),19.553691864013672,-18.0882568359375,catch22,t-SNE
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,3.530428647994995,2.7525179386138916,catch22,t-SNE
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,0.7367652058601379,-3.8816611766815186,catch22,t-SNE
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-22.284740447998047,6.321955680847168,catch22,t-SNE
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),-3.0116193294525146,7.938618183135986,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),3.16001033782959,-13.034995079040527,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-28.100311279296875,2.6566195487976074,catch22,t-SNE
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,0.13458609580993652,-11.063469886779785,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),22.379093170166016,-9.05044937133789,catch22,t-SNE
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-20.25718116760254,-4.00911283493042,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-24.052650451660156,0.6773014664649963,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),22.32135581970215,-7.803835868835449,catch22,t-SNE
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),19.16534423828125,-1.0161453485488892,catch22,t-SNE
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,18.731576919555664,5.802012920379639,catch22,t-SNE
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,-16.136165618896484,-2.680447816848755,catch22,t-SNE
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,7.103000640869141,3.891573429107666,catch22,t-SNE
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,9.022684097290039,16.20735740661621,catch22,t-SNE
