Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.03882238115503596, 'rho': 3412.8244283134595, 'd': 0.7344934606685808, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.096666666666666, 'Stressed Variance': 1923.482170707071, 'Stressed Steady State Time': 13.614825094422747}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5199999999999994,0.6,0.475,0.6375,0.5,0.55,0.45,0.7125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.03882238115503596, 'rho': 3412.8244283134595, 'd': 0.7344934606685808, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.096666666666666, 'Stressed Variance': 1923.482170707071, 'Stressed Steady State Time': 13.614825094422747}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5199999999999994,0.6,0.475,0.6375,0.5,0.55,0.45,0.7125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.03882238115503596, 'rho': 3412.8244283134595, 'd': 0.7344934606685808, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.096666666666666, 'Stressed Variance': 1923.482170707071, 'Stressed Steady State Time': 13.614825094422747}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5199999999999994,0.6,0.475,0.6375,0.5,0.55,0.45,0.7125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.03882238115503596, 'rho': 3412.8244283134595, 'd': 0.7344934606685808, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.096666666666666, 'Stressed Variance': 1923.482170707071, 'Stressed Steady State Time': 13.614825094422747}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5199999999999994,0.6,0.475,0.6375,0.5,0.55,0.45,0.7125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.213068181818182, 'Stressed Variance': 1930.9616852832298, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.45,0.5875,0.55,0.6125,0.45,0.7125,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.923787878787879, 'Stressed Variance': 1856.0403280762166, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.5,0.55,0.5125,0.5375,0.45,0.7,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.923787878787879, 'Stressed Variance': 1856.0403280762166, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.5,0.55,0.5125,0.5375,0.45,0.7,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.923787878787879, 'Stressed Variance': 1856.0403280762166, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.5,0.55,0.5125,0.5375,0.45,0.7,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.923787878787879, 'Stressed Variance': 1856.0403280762166, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.5,0.55,0.5125,0.5375,0.45,0.7,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.923787878787879, 'Stressed Variance': 1856.0403280762166, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.5,0.55,0.5125,0.5375,0.45,0.7,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.923787878787879, 'Stressed Variance': 1856.0403280762166, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.5,0.55,0.5125,0.5375,0.45,0.7,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.923787878787879, 'Stressed Variance': 1856.0403280762166, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.5,0.55,0.5125,0.5375,0.45,0.7,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.923787878787879, 'Stressed Variance': 1856.0403280762166, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.5,0.55,0.5125,0.5375,0.45,0.7,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.038567883352504655, 'rho': 3435.3063559728234, 'd': 0.734495641084466, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.923787878787879, 'Stressed Variance': 1856.0403280762166, 'Stressed Steady State Time': 13.614784677598943}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5299999999999994,0.6625,0.5,0.55,0.5125,0.5375,0.45,0.7,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.65159090909091, 'Stressed Variance': 1959.036641408402, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.675,0.5,0.5125,0.525,0.525,0.45,0.7375,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599734848484848, 'Stressed Variance': 1946.433916596361, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.65,0.5375,0.4875,0.5125,0.5125,0.45,0.6875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599734848484848, 'Stressed Variance': 1946.433916596361, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.65,0.5375,0.4875,0.5125,0.5125,0.45,0.6875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599734848484848, 'Stressed Variance': 1946.433916596361, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.65,0.5375,0.4875,0.5125,0.5125,0.45,0.6875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599734848484848, 'Stressed Variance': 1946.433916596361, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.65,0.5375,0.4875,0.5125,0.5125,0.45,0.6875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599734848484848, 'Stressed Variance': 1946.433916596361, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.65,0.5375,0.4875,0.5125,0.5125,0.45,0.6875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599734848484848, 'Stressed Variance': 1946.433916596361, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.65,0.5375,0.4875,0.5125,0.5125,0.45,0.6875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599734848484848, 'Stressed Variance': 1946.433916596361, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.65,0.5375,0.4875,0.5125,0.5125,0.45,0.6875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599734848484848, 'Stressed Variance': 1946.433916596361, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.65,0.5375,0.4875,0.5125,0.5125,0.45,0.6875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.03831670053235751, 'rho': 3457.7882818971934, 'd': 0.7344977932302519, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599734848484848, 'Stressed Variance': 1946.433916596361, 'Stressed Steady State Time': 13.614744785033247}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5399999999999994,0.65,0.5375,0.4875,0.5125,0.5125,0.45,0.6875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.878787878787879, 'Stressed Variance': 1739.6458379247017, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.5,0.5625,0.475,0.55,0.45,0.6625,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.958901515151515, 'Stressed Variance': 1765.7236518236336, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.525,0.5875,0.5625,0.625,0.45,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.958901515151515, 'Stressed Variance': 1765.7236518236336, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.525,0.5875,0.5625,0.625,0.45,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.958901515151515, 'Stressed Variance': 1765.7236518236336, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.525,0.5875,0.5625,0.625,0.45,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.958901515151515, 'Stressed Variance': 1765.7236518236336, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.525,0.5875,0.5625,0.625,0.45,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.958901515151515, 'Stressed Variance': 1765.7236518236336, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.525,0.5875,0.5625,0.625,0.45,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.958901515151515, 'Stressed Variance': 1765.7236518236336, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.525,0.5875,0.5625,0.625,0.45,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.958901515151515, 'Stressed Variance': 1765.7236518236336, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.525,0.5875,0.5625,0.625,0.45,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.958901515151515, 'Stressed Variance': 1765.7236518236336, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.525,0.5875,0.5625,0.625,0.45,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.03806876834386476, 'rho': 3480.2702060861666, 'd': 0.7344999176521967, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.958901515151515, 'Stressed Variance': 1765.7236518236336, 'Stressed Steady State Time': 13.614705406590991}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5499999999999994,0.625,0.525,0.5875,0.5625,0.625,0.45,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.03782402409121183, 'rho': 3502.75212860521, 'd': 0.7345020148825798, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.419507575757576, 'Stressed Variance': 1936.7443543029729, 'Stressed Steady State Time': 13.614666532396969}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.5599999999999994,0.5125,0.525,0.5625,0.4625,0.525,0.45,0.7,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.03782402409121183, 'rho': 3502.75212860521, 'd': 0.7345020148825798, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.325909090909091, 'Stressed Variance': 1921.339465082645, 'Stressed Steady State Time': 13.614666532396969}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.5599999999999994,0.625,0.4,0.4875,0.4375,0.45,0.45,0.675,0.6125
