Parameter Sets,Stats,Mean Ratio,Normal Mean,Stress Mean,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282292254403548, 'sigma_b': 0.17177077455964512, 'rho': 126.04339997295281, 'd': 0.2577449100176818, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 84.19677570093458, 'Stressed Variance': 7197.375251286138, 'Stressed Steady State Time': 38.798050364269, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8399999999999996,100,83.99999999999996,0.4875,0.5875,0.5875,0.475,0.5625,0.45,0.5625,0.6625,0.5875,0.5875,0.5625
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.5875
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.6
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.5375
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.6
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.6
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.6
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.6
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.525
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.6
"[{'sigma_u': 0.8282451958291418, 'sigma_b': 0.17175480417085812, 'rho': 127.56050446402466, 'd': 0.2577544642841698, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.04579439252336, 'Stressed Variance': 7278.81855707922, 'Stressed Steady State Time': 38.79661222462931, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8499999999999996,100,84.99999999999997,0.5375,0.5,0.525,0.525,0.575,0.45,0.5375,0.5,0.575,0.525,0.6
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282607909335401, 'sigma_b': 0.17173920906645992, 'rho': 129.07760924212747, 'd': 0.2577637967375879, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 87.34607476635514, 'Stressed Variance': 7344.531540667307, 'Stressed Steady State Time': 38.79520757595114, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8599999999999995,100,85.99999999999996,0.625,0.4125,0.5625,0.45,0.6,0.45,0.5125,0.5,0.5,0.5875,0.6125
"[{'sigma_u': 0.8282760238279759, 'sigma_b': 0.17172397617202403, 'rho': 130.59471429737596, 'd': 0.25777291501373434, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 88.9757476635514, 'Stressed Variance': 7837.676654814832, 'Stressed Steady State Time': 38.79383526181248, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8699999999999996,100,86.99999999999996,0.55,0.5375,0.45,0.4375,0.5375,0.45,0.5375,0.6125,0.6,0.4875,0.625
"[{'sigma_u': 0.8282760238279759, 'sigma_b': 0.17172397617202403, 'rho': 130.59471429737596, 'd': 0.25777291501373434, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 88.9757476635514, 'Stressed Variance': 7837.676654814832, 'Stressed Steady State Time': 38.79383526181248, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8699999999999996,100,86.99999999999996,0.55,0.5375,0.45,0.4375,0.5375,0.45,0.5375,0.6125,0.6,0.4875,0.625
"[{'sigma_u': 0.8282760238279759, 'sigma_b': 0.17172397617202403, 'rho': 130.59471429737596, 'd': 0.25777291501373434, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 88.9757476635514, 'Stressed Variance': 7837.676654814832, 'Stressed Steady State Time': 38.79383526181248, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8699999999999996,100,86.99999999999996,0.55,0.5375,0.45,0.4375,0.5375,0.45,0.5375,0.6125,0.6,0.4875,0.625
