Parameter Sets,Stats,Mean Ratio,Normal Mean,Stress Mean,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8226432061454366, 'sigma_b': 0.1773567938545634, 'rho': 24.400689894672496, 'd': 0.25456636044462105, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.079669811320755, 'Stressed Variance': 280.34303951361693, 'Stressed Steady State Time': 39.282488002476754, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.16999999999999998,100,17.0,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8230481327789498, 'sigma_b': 0.17695186722105014, 'rho': 25.917521229884787, 'd': 0.2547863208538512, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 17.421603773584906, 'Stressed Variance': 309.41819365432536, 'Stressed Steady State Time': 39.24857490970299, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.17999999999999997,100,17.999999999999996,1.0,1.0,0.9875,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8234083494750741, 'sigma_b': 0.17659165052492584, 'rho': 27.434382444799464, 'd': 0.2549833093189047, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 18.064716981132076, 'Stressed Variance': 342.31467963688146, 'Stressed Steady State Time': 39.2182532523849, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.18999999999999995,100,18.999999999999993,1.0,1.0,1.0,0.475,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8237308734362763, 'sigma_b': 0.17626912656372373, 'rho': 28.951269082443687, 'd': 0.25516074570368447, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 19.252216981132076, 'Stressed Variance': 376.9499243302776, 'Stressed Steady State Time': 39.19098124761282, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.19999999999999996,100,19.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,0.9875,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
