exp_id,group_id,channel,condition,tf
2858,Cin5,mCherry,low N₂,Cin5
2858,Cup9,GFP,low N₂,Cup9
2858,Cup9,mCherry,low N₂,Cup9
2858,Ecm22,GFP,low N₂,Ecm22
2858,Ecm22,mCherry,low N₂,Ecm22
2858,Fzf1,GFP,low N₂,Fzf1
2858,Fzf1,mCherry,low N₂,Fzf1
2858,Gcn4,GFP,low N₂,Gcn4
2858,Gcn4,mCherry,low N₂,Gcn4
2858,Ino2,GFP,low N₂,Ino2
2858,Ino2,mCherry,low N₂,Ino2
2858,Lys14,GFP,low N₂,Lys14
2858,Lys14,mCherry,low N₂,Lys14
2858,Mac1,GFP,low N₂,Mac1
2858,Mac1,mCherry,low N₂,Mac1
2858,Mig3,GFP,low N₂,Mig3
2858,Mig3,mCherry,low N₂,Mig3
2858,Msn1,GFP,low N₂,Msn1
2858,Msn1,mCherry,low N₂,Msn1
2858,Opi1,GFP,low N₂,Opi1
2858,Opi1,mCherry,low N₂,Opi1
2858,Reb1,GFP,low N₂,Reb1
2858,Reb1,mCherry,low N₂,Reb1
2858,Rei1,GFP,low N₂,Rei1
2858,Rei1,mCherry,low N₂,Rei1
2858,Rfx1,GFP,low N₂,Rfx1
2858,Rfx1,mCherry,low N₂,Rfx1
2858,Rme1,GFP,low N₂,Rme1
2858,Rme1,mCherry,low N₂,Rme1
2858,Rph1,GFP,low N₂,Rph1
2858,Rph1,mCherry,low N₂,Rph1
2858,Spt2,GFP,low N₂,Spt2
2858,Spt2,mCherry,low N₂,Spt2
2858,Sut1,GFP,low N₂,Sut1
2858,Sut1,mCherry,low N₂,Sut1
2858,Yap3,GFP,low N₂,Yap3
2858,Yap3,mCherry,low N₂,Yap3
2858,Yox1,GFP,low N₂,Yox1
2858,Yox1,mCherry,low N₂,Yox1
3902,Ace2,GFP,low N₂,Ace2
3902,Aro80,GFP,low N₂,Aro80
3902,Asg1,GFP,low N₂,Asg1
3902,Bas1,GFP,low N₂,Bas1
3902,Dal81,GFP,low N₂,Dal81
3902,Empty,GFP,low N₂,Empty
3902,Fhl1,GFP,low N₂,Fhl1
3902,Mbp1,GFP,low N₂,Mbp1
3902,Pdr1,GFP,low N₂,Pdr1
3902,Pip2,GFP,low N₂,Pip2
3902,Rsc3,GFP,low N₂,Rsc3
3902,Sfl1,GFP,low N₂,Sfl1
3902,Sum1,GFP,low N₂,Sum1
3902,Swi4,GFP,low N₂,Swi4
3902,Swi6,GFP,low N₂,Swi6
3902,Tbs1,GFP,low N₂,Tbs1
3902,Ume6,GFP,low N₂,Ume6
3902,Upc2,GFP,low N₂,Upc2
3902,Yrr1,GFP,low N₂,Yrr1
3902,Zap1,GFP,low N₂,Zap1
3903,Ace2,GFP,low N₂,Ace2
3903,Aro80,GFP,low N₂,Aro80
3903,Asg1,GFP,low N₂,Asg1
3903,Azf1,GFP,low N₂,Azf1
3903,Bas1,GFP,low N₂,Bas1
3903,Dal81,GFP,low N₂,Dal81
3903,Fhl1,GFP,low N₂,Fhl1
3903,Fkh2,GFP,low N₂,Fkh2
3903,Leu3,GFP,low N₂,Leu3
3903,Mbp1,GFP,low N₂,Mbp1
3903,Pdr3,GFP,low N₂,Pdr3
3903,Pip2,GFP,low N₂,Pip2
3903,Rsc3,GFP,low N₂,Rsc3
3903,Sfl1,GFP,low N₂,Sfl1
3903,Swi6,GFP,low N₂,Swi6
3903,Ume6,GFP,low N₂,Ume6
3903,Upc2,GFP,low N₂,Upc2
3903,Yrr1,GFP,low N₂,Yrr1
4051,Dig1,GFP,0% glucose,Dig1
4051,Dig1,mCherry,0% glucose,Dig1
4051,Gts1,GFP,0% glucose,Gts1
4051,Gts1,mCherry,0% glucose,Gts1
4051,Gzf1,GFP,0% glucose,Gzf1
4051,Gzf1,mCherry,0% glucose,Gzf1
4051,Hcm1,GFP,0% glucose,Hcm1
4051,Hcm1,mCherry,0% glucose,Hcm1
4051,Mot2,GFP,0% glucose,Mot2
4051,Mot2,mCherry,0% glucose,Mot2
4051,Mot3,GFP,0% glucose,Mot3
4051,Mot3,mCherry,0% glucose,Mot3
4051,Pho2,GFP,0% glucose,Pho2
4051,Pho2,mCherry,0% glucose,Pho2
4051,Rds2,GFP,0% glucose,Rds2
4051,Rds2,mCherry,0% glucose,Rds2
4051,Rpn4,GFP,0% glucose,Rpn4
4051,Rpn4,mCherry,0% glucose,Rpn4
4051,Stb1,GFP,0% glucose,Stb1
4051,Stb1,mCherry,0% glucose,Stb1
4051,Stp1,GFP,0% glucose,Stp1
4051,Stp1,mCherry,0% glucose,Stp1
4051,Stp2,GFP,0% glucose,Stp2
4051,Stp2,mCherry,0% glucose,Stp2
4051,Stp4,GFP,0% glucose,Stp4
4051,Stp4,mCherry,0% glucose,Stp4
4051,Tbf1,GFP,0% glucose,Tbf1
4051,Tbf1,mCherry,0% glucose,Tbf1
4051,Tec1,GFP,0% glucose,Tec1
4051,Tec1,mCherry,0% glucose,Tec1
4051,Uga3,GFP,0% glucose,Uga3
4051,Uga3,mCherry,0% glucose,Uga3
4051,Ume1,GFP,0% glucose,Ume1
4051,Ume1,mCherry,0% glucose,Ume1
4052,Abf2,GFP,0% glucose,Abf2
4052,Abf2,mCherry,0% glucose,Abf2
4052,Arg80,GFP,0% glucose,Arg80
4052,Arg80,mCherry,0% glucose,Arg80
4052,Cup2,GFP,0% glucose,Cup2
4052,Cup2,mCherry,0% glucose,Cup2
4052,Hap2,GFP,0% glucose,Hap2
4052,Hap2,mCherry,0% glucose,Hap2
4052,Hap3,GFP,0% glucose,Hap3
4052,Hap3,mCherry,0% glucose,Hap3
4052,Hap5,GFP,0% glucose,Hap5
4052,Hap5,mCherry,0% glucose,Hap5
4052,Ino4,GFP,0% glucose,Ino4
4052,Ino4,mCherry,0% glucose,Ino4
4052,MSN2,GFP,0% glucose,Msn2
4052,MSN2,mCherry,0% glucose,Msn2
4052,Mcm1,GFP,0% glucose,Mcm1
4052,Mcm1,mCherry,0% glucose,Mcm1
4052,Met28,GFP,0% glucose,Met28
4052,Met28,mCherry,0% glucose,Met28
4052,Met31,GFP,0% glucose,Met31
4052,Met31,mCherry,0% glucose,Met31
4052,Met32,GFP,0% glucose,Met32
4052,Met32,mCherry,0% glucose,Met32
4052,Rox1,GFP,0% glucose,Rox1
4052,Rox1,mCherry,0% glucose,Rox1
4052,Spt15,GFP,0% glucose,Spt15
4052,Spt15,mCherry,0% glucose,Spt15
4052,Srd1,GFP,0% glucose,Srd1
4052,Srd1,mCherry,0% glucose,Srd1
4052,Tye7,GFP,0% glucose,Tye7
4052,Tye7,mCherry,0% glucose,Tye7
4052,Yap7,GFP,0% glucose,Yap7
4052,Yap7,mCherry,0% glucose,Yap7
4053,Fzf1,GFP,low N₂,Fzf1
4053,Gts1,GFP,low N₂,Gts1
4053,Msn1,GFP,low N₂,Msn1
4053,Rfx1,GFP,low N₂,Rfx1
4053,Ume1,GFP,low N₂,Ume1
4054,Ash1,GFP,0% glucose,Ash1
4054,Ash1,mCherry,0% glucose,Ash1
4054,Cha4,GFP,0% glucose,Cha4
4054,Cha4,mCherry,0% glucose,Cha4
4054,Cst6,GFP,0% glucose,Cst6
4054,Cst6,mCherry,0% glucose,Cst6
4054,Ixr1,GFP,0% glucose,Ixr1
4054,Ixr1,mCherry,0% glucose,Ixr1
4054,Met4,GFP,0% glucose,Met4
4054,Met4,mCherry,0% glucose,Met4
4054,Pdr8,GFP,0% glucose,Pdr8
4054,Pdr8,mCherry,0% glucose,Pdr8
4054,Rlm1,GFP,0% glucose,Rlm1
4054,Rlm1,mCherry,0% glucose,Rlm1
4054,Skn7,GFP,0% glucose,Skn7
4054,Skn7,mCherry,0% glucose,Skn7
4054,Ste12,GFP,0% glucose,Ste12
4054,Ste12,mCherry,0% glucose,Ste12
4054,Swi5,GFP,0% glucose,Swi5
4054,Swi5,mCherry,0% glucose,Swi5
4054,Xbp1,GFP,0% glucose,Xbp1
4054,Xbp1,mCherry,0% glucose,Xbp1
4054,YST_1532,GFP,0% glucose,Sch9
4054,YST_1532,mCherry,0% glucose,Sch9
4054,Yrm1,GFP,0% glucose,Yrm1
4054,Yrm1,mCherry,0% glucose,Yrm1
4102,Ace2,GFP,0% glucose,Ace2
4102,Ace2,mCherry,0% glucose,Ace2
4102,Adr1,GFP,0% glucose,Adr1
4102,Adr1,mCherry,0% glucose,Adr1
4102,Arg81,GFP,0% glucose,Arg81
4102,Arg81,mCherry,0% glucose,Arg81
4102,Gcr1,GFP,0% glucose,Gcr1
4102,Gcr1,mCherry,0% glucose,Gcr1
4102,Hal9,GFP,0% glucose,Hal9
4102,Hal9,mCherry,0% glucose,Hal9
4102,Lys14,GFP,0% glucose,Lys14
4102,Lys14,mCherry,0% glucose,Lys14
4102,Pdr1,GFP,0% glucose,Pdr1
4102,Pdr1,mCherry,0% glucose,Pdr1
4102,Rbh1,GFP,0% glucose,Rbh1
4102,Rbh1,mCherry,0% glucose,Rbh1
4102,Reb1,GFP,0% glucose,Reb1
4102,Reb1,mCherry,0% glucose,Reb1
4102,Rxf1,GFP,0% glucose,Rxf1
4102,Rxf1,mCherry,0% glucose,Rxf1
4102,Sfl1,GFP,0% glucose,Sfl1
4102,Sfl1,mCherry,0% glucose,Sfl1
4102,Snt2,GFP,0% glucose,Snt2
4102,Snt2,mCherry,0% glucose,Snt2
4102,Sum1,GFP,0% glucose,Sum1
4102,Sum1,mCherry,0% glucose,Sum1
4102,Swi4,GFP,0% glucose,Swi4
4102,Swi4,mCherry,0% glucose,Swi4
4102,Swi6,GFP,0% glucose,Swi6
4102,Swi6,mCherry,0% glucose,Swi6
4102,Tbs1,GFP,0% glucose,Tbs1
4102,Tbs1,mCherry,0% glucose,Tbs1
4102,Tho2,GFP,0% glucose,Tho2
4102,Tho2,mCherry,0% glucose,Tho2
4102,Yrr1,GFP,0% glucose,Yrr1
4102,Yrr1,mCherry,0% glucose,Yrr1
4102,Zap1,GFP,0% glucose,Zap1
4102,Zap1,mCherry,0% glucose,Zap1
4103,Aro80,GFP,low N₂,Aro80
4103,Aro80,mCherry,low N₂,Aro80
4103,Asg1,GFP,low N₂,Asg1
4103,Asg1,mCherry,low N₂,Asg1
4103,Azf1,GFP,low N₂,Azf1
4103,Azf1,mCherry,low N₂,Azf1
4103,Bas1,GFP,low N₂,Bas1
4103,Bas1,mCherry,low N₂,Bas1
4103,Dal81,GFP,low N₂,Dal81
4103,Dal81,mCherry,low N₂,Dal81
4103,Ecm22,GFP,low N₂,Ecm22
4103,Ecm22,mCherry,low N₂,Ecm22
4103,Fhl1,GFP,low N₂,Fhl1
4103,Fhl1,mCherry,low N₂,Fhl1
4103,Fkh2,GFP,low N₂,Fkh2
4103,Fkh2,mCherry,low N₂,Fkh2
4103,Gis1,GFP,low N₂,Gis1
4103,Gis1,mCherry,low N₂,Gis1
4103,Leu3,GFP,low N₂,Leu3
4103,Leu3,mCherry,low N₂,Leu3
4103,Lys14,GFP,low N₂,Lys14
4103,Lys14,mCherry,low N₂,Lys14
4103,MSN2,GFP,low N₂,Msn2
4103,MSN2,mCherry,low N₂,Msn2
4103,Mb1p,GFP,low N₂,Mb1P
4103,Mb1p,mCherry,low N₂,Mb1P
4103,Pdr3,GFP,low N₂,Pdr3
4103,Pdr3,mCherry,low N₂,Pdr3
4103,Reb1,GFP,low N₂,Reb1
4103,Reb1,mCherry,low N₂,Reb1
4103,Rfx1,GFP,low N₂,Rfx1
4103,Rfx1,mCherry,low N₂,Rfx1
4103,Rsc3,GFP,low N₂,Rsc3
4103,Rsc3,mCherry,low N₂,Rsc3
4103,Upc2,GFP,low N₂,Upc2
4103,Upc2,mCherry,low N₂,Upc2
4104,Cbf1,GFP,low N₂,Cbf1
4104,Cbf1,mCherry,low N₂,Cbf1
4104,Cup2,GFP,low N₂,Cup2
4104,Cup2,mCherry,low N₂,Cup2
4104,Hac1,GFP,low N₂,Hac1
4104,Hac1,mCherry,low N₂,Hac1
4104,Hap2,GFP,low N₂,Hap2
4104,Hap2,mCherry,low N₂,Hap2
4104,Hap3,GFP,low N₂,Hap3
4104,Hap3,mCherry,low N₂,Hap3
4104,Hap5,GFP,low N₂,Hap5
4104,Hap5,mCherry,low N₂,Hap5
4104,Ino4,GFP,low N₂,Ino4
4104,Ino4,mCherry,low N₂,Ino4
4104,MSN2,GFP,low N₂,Msn2
4104,MSN2,mCherry,low N₂,Msn2
4104,Mcm1,GFP,low N₂,Mcm1
4104,Mcm1,mCherry,low N₂,Mcm1
4104,Met28,GFP,low N₂,Met28
4104,Met28,mCherry,low N₂,Met28
4104,Met32,GFP,low N₂,Met32
4104,Met32,mCherry,low N₂,Met32
4104,Nhp6b,GFP,low N₂,Nhp6B
4104,Nhp6b,mCherry,low N₂,Nhp6B
4104,Phd1,GFP,low N₂,Phd1
4104,Phd1,mCherry,low N₂,Phd1
4104,Rgm1,GFP,low N₂,Rgm1
4104,Rgm1,mCherry,low N₂,Rgm1
4104,Rox1,GFP,low N₂,Rox1
4104,Rox1,mCherry,low N₂,Rox1
4104,Spt15,GFP,low N₂,Spt15
4104,Spt15,mCherry,low N₂,Spt15
4104,Srd1,GFP,low N₂,Srd1
4104,Srd1,mCherry,low N₂,Srd1
4104,Tye7,GFP,low N₂,Tye7
4104,Tye7,mCherry,low N₂,Tye7
4104,Yap5,GFP,low N₂,Yap5
4104,Yap5,mCherry,low N₂,Yap5
4104,Yap7,GFP,low N₂,Yap7
4104,Yap7,mCherry,low N₂,Yap7
4105,Abf3,GFP,low N₂,Abf3
4105,Abf3,mCherry,low N₂,Abf3
4105,Arg80,GFP,low N₂,Arg80
4105,Arg80,mCherry,low N₂,Arg80
4105,Cin5,GFP,low N₂,Cin5
4105,Cin5,mCherry,low N₂,Cin5
4105,Cup9,GFP,low N₂,Cup9
4105,Cup9,mCherry,low N₂,Cup9
4105,Fzf1,GFP,low N₂,Fzf1
4105,Fzf1,mCherry,low N₂,Fzf1
4105,Gcn4,GFP,low N₂,Gcn4
4105,Gcn4,mCherry,low N₂,Gcn4
4105,Ino2,GFP,low N₂,Ino2
4105,Ino2,mCherry,low N₂,Ino2
4105,MSN2,GFP,low N₂,Msn2
4105,MSN2,mCherry,low N₂,Msn2
4105,Mac1,GFP,low N₂,Mac1
4105,Mac1,mCherry,low N₂,Mac1
4105,Opi1,GFP,low N₂,Opi1
4105,Opi1,mCherry,low N₂,Opi1
4105,Rme1,GFP,low N₂,Rme1
4105,Rme1,mCherry,low N₂,Rme1
4105,Sok2,GFP,low N₂,Sok2
4105,Sok2,mCherry,low N₂,Sok2
4105,Spt2,GFP,low N₂,Spt2
4105,Spt2,mCherry,low N₂,Spt2
4105,Stb5,GFP,low N₂,Stb5
4105,Stb5,mCherry,low N₂,Stb5
4105,Stp3,GFP,low N₂,Stp3
4105,Stp3,mCherry,low N₂,Stp3
4105,Sut1,GFP,low N₂,Sut1
4105,Sut1,mCherry,low N₂,Sut1
4105,Tea1,GFP,low N₂,Tea1
4105,Tea1,mCherry,low N₂,Tea1
4105,Yap3,GFP,low N₂,Yap3
4105,Yap3,mCherry,low N₂,Yap3
4105,Yhp1,GFP,low N₂,Yhp1
4105,Yhp1,mCherry,low N₂,Yhp1
4106,Dig1,GFP,low N₂,Dig1
4106,Dig1,mCherry,low N₂,Dig1
4106,Ert1,GFP,low N₂,Ert1
4106,Ert1,mCherry,low N₂,Ert1
4106,Fkh1,GFP,low N₂,Fkh1
4106,Fkh1,mCherry,low N₂,Fkh1
4106,Gzf3,GFP,low N₂,Gzf3
4106,Gzf3,mCherry,low N₂,Gzf3
4106,Hcm1,GFP,low N₂,Hcm1
4106,Hcm1,mCherry,low N₂,Hcm1
4106,Met31,GFP,low N₂,Met31
4106,Met31,mCherry,low N₂,Met31
4106,Mot2,GFP,low N₂,Mot2
4106,Mot2,mCherry,low N₂,Mot2
4106,Mot3,GFP,low N₂,Mot3
4106,Mot3,mCherry,low N₂,Mot3
4106,Ndd1,GFP,low N₂,Ndd1
4106,Ndd1,mCherry,low N₂,Ndd1
4106,Pho2,GFP,low N₂,Pho2
4106,Pho2,mCherry,low N₂,Pho2
4106,Rds2,GFP,low N₂,Rds2
4106,Rds2,mCherry,low N₂,Rds2
4106,Rpn4,GFP,low N₂,Rpn4
4106,Rpn4,mCherry,low N₂,Rpn4
4106,Stb3,GFP,low N₂,Stb3
4106,Stb3,mCherry,low N₂,Stb3
4106,Stp2,GFP,low N₂,Stp2
4106,Stp2,mCherry,low N₂,Stp2
4106,Stp4,GFP,low N₂,Stp4
4106,Stp4,mCherry,low N₂,Stp4
4106,Tbf1,GFP,low N₂,Tbf1
4106,Tbf1,mCherry,low N₂,Tbf1
4106,Tec1,GFP,low N₂,Tec1
4106,Tec1,mCherry,low N₂,Tec1
4106,Uga3,GFP,low N₂,Uga3
4106,Uga3,mCherry,low N₂,Uga3
4106,Ume1,GFP,low N₂,Ume1
4106,Ume1,mCherry,low N₂,Ume1
4107,Abf1,GFP,low N₂,Abf1
4107,Abf1,mCherry,low N₂,Abf1
4108,Adr1,GFP,low N₂,Adr1
4108,Arg81,GFP,low N₂,Arg81
4108,Gcr1,GFP,low N₂,Gcr1
4108,Hal9,GFP,low N₂,Hal9
4108,Msn2,GFP,low N₂,Msn2
4108,Pdr1,GFP,low N₂,Pdr1
4108,Rgt1,GFP,low N₂,Rgt1
4108,Rsc3,GFP,low N₂,Rsc3
4108,Rsf2,GFP,low N₂,Rsf2
4108,Sfl1,GFP,low N₂,Sfl1
4108,Snt2,GFP,low N₂,Snt2
4108,Sok2,GFP,low N₂,Sok2
4108,Stb5,GFP,low N₂,Stb5
4108,Sum1,GFP,low N₂,Sum1
4108,Swi4,GFP,low N₂,Swi4
4108,Swi6,GFP,low N₂,Swi6
4108,Tbs1,GFP,low N₂,Tbs1
4108,Tho2,GFP,low N₂,Tho2
4108,Ume6,GFP,low N₂,Ume6
4108,Yrr1,GFP,low N₂,Yrr1
4109,Ace2,GFP,low N₂,Ace2
4109,Aro80,GFP,low N₂,Aro80
4109,Asg1,GFP,low N₂,Asg1
