label,time_0.0,time_1.0,time_2.0,time_3.0,time_4.0,time_5.0,time_6.0,time_7.0,time_8.0,time_9.0,time_10.0,time_11.0,time_12.0,time_13.0,time_14.0,time_15.0,time_16.0,time_17.0,time_18.0,time_19.0,time_20.0,time_21.0,time_22.0,time_23.0,time_24.0,time_25.0,time_26.0,time_27.0,time_28.0,time_29.0,time_30.0,time_31.0,time_32.0,time_33.0,time_34.0,time_35.0,time_36.0,time_37.0,time_38.0,time_39.0,time_40.0,time_41.0,time_42.0,time_43.0,time_44.0,time_45.0,time_46.0,time_47.0,time_48.0,time_49.0,time_50.0,time_51.0,time_52.0,time_53.0,time_54.0,time_55.0,time_56.0,time_57.0,time_58.0,time_59.0,time_60.0,time_61.0,time_62.0,time_63.0,time_64.0,time_65.0,time_66.0,time_67.0,time_68.0,time_69.0,time_70.0,time_71.0,time_72.0,time_73.0,time_74.0,time_75.0,time_76.0,time_77.0,time_78.0,time_79.0,time_80.0,time_81.0,time_82.0,time_83.0,time_84.0,time_85.0,time_86.0,time_87.0,time_88.0,time_89.0,time_90.0,time_91.0,time_92.0,time_93.0,time_94.0,time_95.0,time_96.0,time_97.0,time_98.0,time_99.0,time_100.0,time_101.0,time_102.0,time_103.0,time_104.0,time_105.0,time_106.0,time_107.0,time_108.0,time_109.0,time_110.0,time_111.0,time_112.0,time_113.0,time_114.0,time_115.0,time_116.0,time_117.0,time_118.0,time_119.0,time_120.0,time_121.0,time_122.0,time_123.0,time_124.0,time_125.0,time_126.0,time_127.0,time_128.0,time_129.0,time_130.0,time_131.0,time_132.0,time_133.0,time_134.0,time_135.0,time_136.0,time_137.0,time_138.0,time_139.0,time_140.0,time_141.0,time_142.0,time_143.0,time_144.0,time_145.0,time_146.0,time_147.0,time_148.0,time_149.0,time_150.0,time_151.0,time_152.0,time_153.0,time_154.0,time_155.0,time_156.0
0,0,62,27,12,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,68,36,24,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,29,13,51,26,14,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,27,15,5,2,2,0,0,0,0,0,69,32,17,8,3,0,0,0,0,0,0,0,191,78,39,21,9,117,60,32,17,9,6,3,1,41,77
0,0,132,58,31,8,3,1,0,0,0,0,0,0,0,13,9,2,127,63,26,11,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,70,37,17,11,9,6,3,1,0,0,0,0,0,74,33,17,8,3,1,1,0,0,0,0,0,25,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,71,38,17,9,6,1,0,0,0,0,0,47,23,10,6,2,1,1,0,0,77,32,11,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
0,0,60,33,15,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,142,62,32,13,9,5,2,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,99,41,21,13,9,4,1,54,32,14,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,21,8,5,3,2,1,0,0,0,0,94,45,19,12,180,80,291,141,60,33,14,9,6,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,78,48,22,13,6,2,2,1,1,0,0,0,0,0,0,0,0,0,10,4,1,0,55,30,14,8,4,2,1,1,14,6,4,293,130,61
0,0,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,110,56,22,9,2,2,2,102,52,21,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,86,46,229,115,51,20,11,7,2,0,0,0,0,0,0,0,0,0,0,0,54,18,9,3,3,1,1,0,91,39,20,10,4,2,2,2,0,0,0,0,0,0,0,0,0,0
0,0,83,42,23,9,7,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,117,68,35,20,9,3,1,1,473,235,113,58,31,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,49,12,5,1,0,0,0,0,0,32,11,8,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,94,59,25,11,7,2,2,1,1,1,1,1,1,0,0,0,0,0,10,6,2,68,28,12,19,10,6,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,165,76,37,85,37,21,9,5,3,1,0,0,0,67,34,18,10,5,4,2,100,50,28,20,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,205,214,116,57,28,11,5,3,1,95,42,23,11,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,2,2,2,0,0,0,0,0,0,0,0,0,73,33,12,7,2,1,1,0,0,0,0,0,0,0,0,0,50,187,91,46,22,10,6,0,0,0,0,0,0,269,140,62,31,17,12,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,139,68,29,16,10,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,38,19,10,3,1,0,0,15,9,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,23,10,100,49,19,12,2,1,0,46,19,10,6,3,2,2,38,45,23,13,6,20,8,3,1,61,27,89,41,15,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,8,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,19,11,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,8,5,1,0,0,0,0,97,44,17,8,3,2,1,0,0,0,0,0,0,0,0,0,0,37,17,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,8,5,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,83,33,15,7,2,92,43,16,4,1,0,0,0,0,0,0,95,42,21,12,4,0,0,0,0,0,0,47,73,36
0,0,15,5,2,1,1,269,142,68,34,11,6,3,1,1,1,1,0,0,0,365,214,112,46,19,5,2,1,1,1,99,45,21,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,59,24,9,4,3,1,0,0,11,5,2,0,73,31,15,8,4,2,1,0,0,0,0,94,46,21,14,5,3
0,0,19,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,123,51,28,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,11,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,29,9,3,88,43,27,13,1,1,0,0,0,0,0,0,112,52,26,10,6,1,1,39,17,9,7,5,2,1,0,0,0
0,0,33,11,7,5,2,1,15,62,29,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,86,39,19,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,5,3,2,1,1,0,0,0,0,0,0,0,9,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,15,7,2,2,2,2,1,1,0,0
0,0,25,16,167,74,45,20,6,225,102,50,24,13,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,107,53,24,9,6,1,0,0,0,0,0,0,0,0,0,22,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,38,22,14,6,0,0,0,79,40,25,9,5,4,2,1,0,0,0,0,0,0,0,0,176,90,46,18,8,3,1,0,0,0,0,0,0,0,0,0,151,73,41,17,7,4,2,1,1,0,0,0,0,0
0,0,56,22,9,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,7,6,3,3,1,0,0,0,0,0,0,0,0,0,0,40,19,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,42,22,11,4,2,2,192,136,71,33,16,6,4,1,16,8,5,2,1,1,1,1,0,0,0,0,0,66,30,11,5,54,293,145,71,33,19,18,10,4,2,0,0,0,0,0,0,0,0,0,0,0,146,70,36,18,21,150,73,32,17,5,3,1,0,0,0,93,46,28,13
0,0,34,16,8,2,2,2,1,0,0,0,0,71,39,19,8,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,38,107,52,29,11,8,3,3,0,0,0,0,0,0,0,0,0,56,24,11,5,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,46,24,14,6,1,0,171,83,37,17,7,5,2,1,99
0,0,37,11,6,0,13,9,5,4,1,0,0,0,0,0,0,0,0,0,0,19,9,5,2,1,1,1,20,63,35,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,117,49,25,12,8,4,2,1,0,0,0,0,0,49,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,31,13,143,63,24,11,5,2,2,2,2,1,0,0,48,23,8,4,2,0,0,0,0,0,0,0,0,0,0,0,33,20,10,4,1,1,1,0,0,0,0,0,0,0,0
0,0,179,91,39,21,8,6,122,62,27,15,7,4,104,56,33,15,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,6,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55,26,12,5,0,0,0,0,0,0,86,39,20,11,4,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223,118,51,27,17,10,3,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0
0,0,45,22,8,3,3,1,8,231,124,50,27,15,109,56,26,14,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,17,6,3,1,0,0,0,0,0,97,42,25,13,269,120,43,20,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
0,0,19,12,6,4,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,73,38,18,8,75,26,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,3,55,25,10,5,3,1,1,86,46,9,7,149,73,35,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,134,75,31,13,8,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,169,74,42,23,11,111,84,42,19,13,9,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,3,0,0,0,0,0,0,0,113,55,26,9,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,58,29,17,73,31,16,4,241,114,54,30,12,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,184,83,48,21,8,2,0,0,0,0,0,0,0,0,0,0,0,229,109,54,30,15
0,0,26,15,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,81,37,18,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,45,17,8,5,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,156,154,73,38,16,10,5,1,1,319,167,85,36,17,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,83,35,18,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,71,43,18,9,4,0,0,0,0,0,0,0,0,0,0,0
0,0,128,60,25,14,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,7,0,0,0,0,0,0,0,0,0,0,0,443,191,98,47,23,10,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,11,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,8,28,49,21,8,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,91,45,109,58
0,0,126,62,29,52,25,14,10,5,1,0,0,0,0,0,0,0,36,16,7,3,2,0,0,0,0,0,0,1,109,53,28,13,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2,0,0,7,3,1,1,1,1,14,4,2,0,0,0,0,0,0,0,0,0,146,65,34,14,6,3,2,0,313,170,88,43,18,83,39,15,10,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,32,15,10,4,3,1,1,1,0,0,0,0,0,0,0,0,0,41,19,8,3,2,0,0,0,0,0,0,0,0,0,78,80,45,19,12,5,3,2,1,0,0,0,0,0
0,0,33,12,6,3,27,14,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,81,38,20,8,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41,17,133,60,26,10,6,3,2,1,0,68,35,21,12,4,2,0,0,0,0,0,0,23,13,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,3,2,2,2,1,0,0,0,0,0,0,0,23,7,4,3,1,1,1,0,0,0,54,26,99,53,27,16,7
0,0,40,19,11,4,1,0,0,0,0,58,28,10,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,44,22,11,6,4,1,0,0,0,0,0,0,0,0,0,7,4,3,1,1,0,0,0,0,0,0,0,0,283,129,55,26,11,6,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,7,2,0,0,0,0,0,0,12,4,1,0,0,0,0,0,0,0,1,27,9,3,1,1,0,0,0,0,0,0,0,10,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,33,17,10,5,4,0,0,0,0,0,69,35,17,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,63,32,15,6,1,1,0,0
0,0,2,1,0,0,0,0,0,0,0,0,0,41,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,34,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,1,1,1,1,0,0,0,0,0,0,90,45,18,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,8,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,67,30,12,8,5,3,0,0,0,0
