Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D 4-Head Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.247954545454546, 'Stressed Variance': 2842.840942785813, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7375,0.5875,0.8625,0.65,0.6375,0.45,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.247954545454546, 'Stressed Variance': 2842.840942785813, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7375,0.5875,0.8625,0.65,0.6375,0.45,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.247954545454546, 'Stressed Variance': 2842.840942785813, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7375,0.5875,0.8625,0.65,0.6375,0.45,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.247954545454546, 'Stressed Variance': 2842.840942785813, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7375,0.5875,0.8625,0.65,0.6375,0.45,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.464848484848485, 'Stressed Variance': 3438.787779522498, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.6625,0.575,0.7,0.55,0.6125,0.45,0.8875,0.6625
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.182424242424242, 'Stressed Variance': 3201.355130486686, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.725,0.525,0.725,0.55,0.525,0.45,0.9,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.182424242424242, 'Stressed Variance': 3201.355130486686, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.725,0.525,0.725,0.55,0.525,0.45,0.9,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.182424242424242, 'Stressed Variance': 3201.355130486686, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.725,0.525,0.725,0.55,0.525,0.45,0.9,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.182424242424242, 'Stressed Variance': 3201.355130486686, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.725,0.525,0.725,0.55,0.525,0.45,0.9,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.182424242424242, 'Stressed Variance': 3201.355130486686, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.725,0.525,0.725,0.55,0.525,0.45,0.9,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.182424242424242, 'Stressed Variance': 3201.355130486686, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.725,0.525,0.725,0.55,0.525,0.45,0.9,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.182424242424242, 'Stressed Variance': 3201.355130486686, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.725,0.525,0.725,0.55,0.525,0.45,0.9,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.182424242424242, 'Stressed Variance': 3201.355130486686, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.725,0.525,0.725,0.55,0.525,0.45,0.9,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.020822692520704882, 'rho': 6357.948857973735, 'd': 0.7346480035065075, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.182424242424242, 'Stressed Variance': 3201.355130486686, 'Stressed Steady State Time': 13.61196103748946}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8299999999999987,0.725,0.525,0.725,0.55,0.525,0.45,0.9,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.987727272727273, 'Stressed Variance': 3158.492879683196, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.75,0.55,0.725,0.5125,0.5625,0.45,0.8875,0.675
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.139545454545454, 'Stressed Variance': 3115.707875550965, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.7625,0.5625,0.7,0.575,0.6375,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.139545454545454, 'Stressed Variance': 3115.707875550965, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.7625,0.5625,0.7,0.575,0.6375,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.139545454545454, 'Stressed Variance': 3115.707875550965, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.7625,0.5625,0.7,0.575,0.6375,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.139545454545454, 'Stressed Variance': 3115.707875550965, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.7625,0.5625,0.7,0.575,0.6375,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.139545454545454, 'Stressed Variance': 3115.707875550965, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.7625,0.5625,0.7,0.575,0.6375,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.139545454545454, 'Stressed Variance': 3115.707875550965, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.7625,0.5625,0.7,0.575,0.6375,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.139545454545454, 'Stressed Variance': 3115.707875550965, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.7625,0.5625,0.7,0.575,0.6375,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.139545454545454, 'Stressed Variance': 3115.707875550965, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.7625,0.5625,0.7,0.575,0.6375,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.02074925579994778, 'rho': 6380.43068978461, 'd': 0.7346486353974884, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.139545454545454, 'Stressed Variance': 3115.707875550965, 'Stressed Steady State Time': 13.611949329476953}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8399999999999985,0.7625,0.5625,0.7,0.575,0.6375,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.11659090909091, 'Stressed Variance': 3259.2139823174934, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.575,0.55,0.7875,0.575,0.6375,0.45,0.9125,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.263674242424242, 'Stressed Variance': 3281.049150136306, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.725,0.5375,0.8,0.5125,0.5625,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.263674242424242, 'Stressed Variance': 3281.049150136306, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.725,0.5375,0.8,0.5125,0.5625,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.263674242424242, 'Stressed Variance': 3281.049150136306, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.725,0.5375,0.8,0.5125,0.5625,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.263674242424242, 'Stressed Variance': 3281.049150136306, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.725,0.5375,0.8,0.5125,0.5625,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.263674242424242, 'Stressed Variance': 3281.049150136306, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.725,0.5375,0.8,0.5125,0.5625,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.263674242424242, 'Stressed Variance': 3281.049150136306, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.725,0.5375,0.8,0.5125,0.5625,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.263674242424242, 'Stressed Variance': 3281.049150136306, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.725,0.5375,0.8,0.5125,0.5625,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.263674242424242, 'Stressed Variance': 3281.049150136306, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.725,0.5375,0.8,0.5125,0.5625,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020676335247858495, 'rho': 6402.912521585526, 'd': 0.7346492628581288, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.263674242424242, 'Stressed Variance': 3281.049150136306, 'Stressed Steady State Time': 13.611937703572082}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.8499999999999988,0.725,0.5375,0.8,0.5125,0.5625,0.45,0.925,0.7625
"[{'sigma_u': 18.0, 'sigma_b': 0.020532021035931845, 'rho': 6447.8761737851955, 'd': 0.7346505046730973, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999850966, 'rho': 1179.1338138069436, 'd': 0.7827636158617518, 'label': 1}]","({'Stressed Mean': 10.110606060606061, 'Stressed Variance': 3507.8934481175393, 'Stressed Steady State Time': 13.6119146946612}, {'Normal Mean': 9.662067669172933, 'Normal Variance': 1104.6198242961727, 'Normal Steady State Time': 12.775248871258414})",2.8699999999999988,0.6,0.5125,0.7875,0.525,0.6,0.45,0.9375,0.7375
"[{'sigma_u': 18.0, 'sigma_b': 0.020532021035931845, 'rho': 6447.8761737851955, 'd': 0.7346505046730973, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999850966, 'rho': 1179.1338138069436, 'd': 0.7827636158617518, 'label': 1}]","({'Stressed Mean': 10.039734848484848, 'Stressed Variance': 3497.5367923539375, 'Stressed Steady State Time': 13.6119146946612}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258414})",2.8699999999999988,0.675,0.4875,0.725,0.5,0.7125,0.45,0.9,0.6625
