Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D 4-Head Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.946477272727273, 'Stressed Variance': 3186.9848247116047, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.65,0.5,0.65,0.475,0.5375,0.45,0.925,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.36969696969697, 'Stressed Variance': 3375.7965817263544, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.7,0.4875,0.7375,0.425,0.5625,0.45,0.925,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.36969696969697, 'Stressed Variance': 3375.7965817263544, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.7,0.4875,0.7375,0.425,0.5625,0.45,0.925,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.36969696969697, 'Stressed Variance': 3375.7965817263544, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.7,0.4875,0.7375,0.425,0.5625,0.45,0.925,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.36969696969697, 'Stressed Variance': 3375.7965817263544, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.7,0.4875,0.7375,0.425,0.5625,0.45,0.925,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.36969696969697, 'Stressed Variance': 3375.7965817263544, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.7,0.4875,0.7375,0.425,0.5625,0.45,0.925,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.36969696969697, 'Stressed Variance': 3375.7965817263544, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.7,0.4875,0.7375,0.425,0.5625,0.45,0.925,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.36969696969697, 'Stressed Variance': 3375.7965817263544, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.7,0.4875,0.7375,0.425,0.5625,0.45,0.925,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.36969696969697, 'Stressed Variance': 3375.7965817263544, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.7,0.4875,0.7375,0.425,0.5625,0.45,0.925,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.02127446595601114, 'rho': 6223.057859376579, 'd': 0.7346441164387905, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.36969696969697, 'Stressed Variance': 3375.7965817263544, 'Stressed Steady State Time': 13.612033059592585}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7699999999999987,0.7,0.4875,0.7375,0.425,0.5625,0.45,0.925,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.684128787878787, 'Stressed Variance': 2997.5813238622018, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.6625,0.6125,0.7375,0.65,0.6125,0.45,0.8625,0.7375
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.553674242424242, 'Stressed Variance': 3396.5142402878214, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.7875,0.525,0.775,0.5625,0.5625,0.45,0.9,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.553674242424242, 'Stressed Variance': 3396.5142402878214, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.7875,0.525,0.775,0.5625,0.5625,0.45,0.9,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.553674242424242, 'Stressed Variance': 3396.5142402878214, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.7875,0.525,0.775,0.5625,0.5625,0.45,0.9,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.553674242424242, 'Stressed Variance': 3396.5142402878214, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.7875,0.525,0.775,0.5625,0.5625,0.45,0.9,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.553674242424242, 'Stressed Variance': 3396.5142402878214, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.7875,0.525,0.775,0.5625,0.5625,0.45,0.9,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.553674242424242, 'Stressed Variance': 3396.5142402878214, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.7875,0.525,0.775,0.5625,0.5625,0.45,0.9,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.553674242424242, 'Stressed Variance': 3396.5142402878214, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.7875,0.525,0.775,0.5625,0.5625,0.45,0.9,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.553674242424242, 'Stressed Variance': 3396.5142402878214, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.7875,0.525,0.775,0.5625,0.5625,0.45,0.9,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021197813928616187, 'rho': 6245.539693144841, 'd': 0.734644775924578, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.553674242424242, 'Stressed Variance': 3396.5142402878214, 'Stressed Steady State Time': 13.61202084015996}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.779999999999999,0.7875,0.525,0.775,0.5625,0.5625,0.45,0.9,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.879393939393939, 'Stressed Variance': 3562.186893572085, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.7625,0.5125,0.7125,0.5625,0.625,0.45,0.875,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.859469696969697, 'Stressed Variance': 3047.540478506657, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.6375,0.5625,0.7125,0.525,0.5625,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.859469696969697, 'Stressed Variance': 3047.540478506657, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.6375,0.5625,0.7125,0.525,0.5625,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.859469696969697, 'Stressed Variance': 3047.540478506657, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.6375,0.5625,0.7125,0.525,0.5625,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.859469696969697, 'Stressed Variance': 3047.540478506657, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.6375,0.5625,0.7125,0.525,0.5625,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.859469696969697, 'Stressed Variance': 3047.540478506657, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.6375,0.5625,0.7125,0.525,0.5625,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.859469696969697, 'Stressed Variance': 3047.540478506657, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.6375,0.5625,0.7125,0.525,0.5625,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.859469696969697, 'Stressed Variance': 3047.540478506657, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.6375,0.5625,0.7125,0.525,0.5625,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.859469696969697, 'Stressed Variance': 3047.540478506657, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.6375,0.5625,0.7125,0.525,0.5625,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.021121712274820542, 'rho': 6268.0215266287505, 'd': 0.7346454306872016, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.859469696969697, 'Stressed Variance': 3047.540478506657, 'Stressed Steady State Time': 13.612008708263259}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.7899999999999987,0.6375,0.5625,0.7125,0.525,0.5625,0.45,0.95,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.853522727272727, 'Stressed Variance': 3166.803203499483, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.509586466165414, 'Normal Variance': 1053.4668253928996, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.825,0.6125,0.725,0.675,0.6625,0.45,0.8625,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.959772727272727, 'Stressed Variance': 3241.3504272210744, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.7,0.55,0.725,0.5625,0.55,0.45,0.875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.959772727272727, 'Stressed Variance': 3241.3504272210744, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.7,0.55,0.725,0.5625,0.55,0.45,0.875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.959772727272727, 'Stressed Variance': 3241.3504272210744, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.7,0.55,0.725,0.5625,0.55,0.45,0.875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.959772727272727, 'Stressed Variance': 3241.3504272210744, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.7,0.55,0.725,0.5625,0.55,0.45,0.875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.959772727272727, 'Stressed Variance': 3241.3504272210744, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.7,0.55,0.725,0.5625,0.55,0.45,0.875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.959772727272727, 'Stressed Variance': 3241.3504272210744, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.7,0.55,0.725,0.5625,0.55,0.45,0.875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.959772727272727, 'Stressed Variance': 3241.3504272210744, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.7,0.55,0.725,0.5625,0.55,0.45,0.875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.959772727272727, 'Stressed Variance': 3241.3504272210744, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.7,0.55,0.725,0.5625,0.55,0.45,0.875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.020971136546384224, 'rho': 6312.985192732142, 'd': 0.7346467262444651, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999849508, 'rho': 1179.1338138059095, 'd': 0.7827636158617438, 'label': 1}]","({'Stressed Mean': 9.959772727272727, 'Stressed Variance': 3241.3504272210744, 'Stressed Steady State Time': 13.611984703342085}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258546})",2.8099999999999987,0.7,0.55,0.725,0.5625,0.55,0.45,0.875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.293068181818182, 'Stressed Variance': 2891.407179222624, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.728796992481204, 'Normal Variance': 1124.1063737407428, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7125,0.65,0.7125,0.5875,0.6375,0.45,0.925,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.247954545454546, 'Stressed Variance': 2842.840942785813, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7375,0.5875,0.8625,0.65,0.6375,0.45,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.247954545454546, 'Stressed Variance': 2842.840942785813, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7375,0.5875,0.8625,0.65,0.6375,0.45,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.247954545454546, 'Stressed Variance': 2842.840942785813, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7375,0.5875,0.8625,0.65,0.6375,0.45,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.247954545454546, 'Stressed Variance': 2842.840942785813, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7375,0.5875,0.8625,0.65,0.6375,0.45,0.9125,0.9
"[{'sigma_u': 18.0, 'sigma_b': 0.020896650909975157, 'rho': 6335.467025368994, 'd': 0.7346473671380898, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.060145439998482354, 'rho': 1179.1338138181327, 'd': 0.7827636158612069, 'label': 1}]","({'Stressed Mean': 9.247954545454546, 'Stressed Variance': 2842.840942785813, 'Stressed Steady State Time': 13.611972828482656}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871267308})",2.819999999999999,0.7375,0.5875,0.8625,0.65,0.6375,0.45,0.9125,0.9
