alpha_off,alpha_on,beta,gamma_m,gamma_p,protein_degradation,fano_m,expected_fano_m
0.1,0.027825594022071243,111.88888888888889,0.01,0.01,10.0,717.1242693757446,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,0.01,1.0,361.78447302581316,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,0.1,10.0,1.0,184.59179936604343,565.4444444444443
0.1,0.027825594022071243,111.88888888888889,0.1,0.01,3.25,362.63459345987206,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,0.01,5.5,365.13207321510424,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,0.01,10.0,354.7875860852442,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,0.01,7.75,359.62024828531463,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,0.1,1.0,361.4483399734874,1119.8888888888887
0.1,0.01,333.66666666666663,1.0,100.0,1.0,262.05822149549914,3337.666666666666
0.1,0.027825594022071243,111.88888888888889,0.1,0.1,5.5,368.2784433672455,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,0.1,10.0,365.8077499374305,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,0.1,3.25,360.53859649978455,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,0.1,7.75,362.70072619442124,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,1.0,100.0,10.0,38.76679985171771,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,10.0,7.75,181.97101868129457,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,100.0,3.25,38.47317942640285,565.4444444444443
0.1,0.027825594022071243,111.88888888888889,0.1,1.0,1.0,357.9967313459069,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,1.0,5.5,362.67191211231903,1119.8888888888887
0.1,0.01,500.0,0.01,0.1,5.5,3805.4204289434956,5001.0
0.1,0.027825594022071243,111.88888888888889,0.1,1.0,7.75,356.7609027346293,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.01,0.1,1.0,686.7808861896223,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.1,1.0,3.25,360.5919031472639,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,1.0,100.0,1.0,38.45012102279938,565.4444444444443
0.1,0.027825594022071243,111.88888888888889,0.1,1.0,10.0,367.520868214087,1119.8888888888887
0.1,0.01,444.55555555555554,0.1,10.0,7.75,1754.8442279736098,4446.555555555555
0.1,0.01,333.66666666666663,0.1,10.0,10.0,1320.3316815582214,3337.666666666666
0.1,0.01,500.0,0.01,0.1,1.0,3884.200424632874,5001.0
0.1,0.027825594022071243,111.88888888888889,1.0,0.01,1.0,75.1754530408637,1119.8888888888887
0.1,0.01,389.1111111111111,0.1,10.0,7.75,1530.09242548572,3892.111111111111
0.1,0.027825594022071243,111.88888888888889,1.0,0.01,3.25,75.43237564276966,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,0.01,5.5,75.53350996140377,1119.8888888888887
0.1,0.01,111.88888888888889,0.01,1.0,5.5,851.0022802757835,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,0.01,7.75,75.53341184648724,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,0.01,10.0,75.95173883022457,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,0.1,3.25,75.55070451790529,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,0.1,1.0,75.24878418112931,1119.8888888888887
0.1,0.01,56.44444444444444,0.1,100.0,10.0,222.0309168671809,565.4444444444443
0.1,0.027825594022071243,111.88888888888889,1.0,0.1,5.5,75.67786533776622,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,0.1,10.0,76.02315098240827,1119.8888888888887
0.1,0.01,444.55555555555554,1.0,100.0,3.25,348.23548023182053,4446.555555555555
0.1,0.027825594022071243,111.88888888888889,1.0,0.1,7.75,75.34258418610585,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,1.0,3.25,75.18321402268909,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,1.0,5.5,75.42380805704386,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,1.0,7.75,75.03573197594021,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,1.0,10.0,75.64353820534343,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,1.0,1.0,75.72072148536617,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.01,0.1,10.0,697.2963105631733,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.01,0.1,3.25,694.2511193757675,1119.8888888888887
0.1,0.01,444.55555555555554,0.1,10.0,1.0,1732.1933783391842,4446.555555555555
0.1,0.027825594022071243,111.88888888888889,0.01,0.1,5.5,719.8917505212315,1119.8888888888887
0.1,0.01,56.44444444444444,0.1,100.0,5.5,222.43502983871667,565.4444444444443
0.1,0.027825594022071243,111.88888888888889,10.0,0.01,1.0,9.348910522564411,1119.8888888888887
0.1,0.01,389.1111111111111,0.1,10.0,3.25,1545.1791350131473,3892.111111111111
0.1,0.027825594022071243,111.88888888888889,10.0,0.01,3.25,9.391855842747086,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,0.01,5.5,9.310908123183602,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,0.01,7.75,9.38355511501635,1119.8888888888887
0.1,0.01,333.66666666666663,0.1,10.0,5.5,1321.639663745384,3337.666666666666
0.1,0.027825594022071243,111.88888888888889,10.0,0.01,10.0,9.411208624206969,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,0.1,1.0,9.364461980115324,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,0.1,5.5,9.328754614089469,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,0.1,3.25,9.298895850420184,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,0.1,7.75,9.352767246037525,1119.8888888888887
0.1,0.01,389.1111111111111,1.0,100.0,7.75,304.7698480048533,3892.111111111111
0.1,0.027825594022071243,111.88888888888889,10.0,0.1,10.0,9.344427500657233,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,1.0,1.0,9.349120747963571,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,1.0,3.25,9.352453500541326,1119.8888888888887
0.1,0.01,333.66666666666663,1.0,100.0,5.5,262.50434401479055,3337.666666666666
0.1,0.027825594022071243,111.88888888888889,10.0,1.0,7.75,9.308550153897254,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,0.1,10.0,3.25,183.95498118702034,565.4444444444443
0.1,0.027825594022071243,111.88888888888889,10.0,1.0,5.5,9.366524447389018,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,1.0,10.0,9.30083060395434,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,10.0,10.0,75.60954553827371,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,10.0,1.0,9.305634885276167,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,10.0,3.25,75.7454018197296,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,10.0,7.75,75.59289677235593,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,10.0,5.5,9.405996315663481,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.01,1.0,1.8374954320263845,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,10.0,10.0,9.33513968196022,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,10.0,3.25,9.391359305841604,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,10.0,7.75,9.346807251545917,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.01,3.25,1.846122837331551,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.01,5.5,1.8395347457429403,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.1,1.0,1.846862296321156,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.01,7.75,1.8465193817068675,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.01,10.0,1.8565503197469724,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,10.0,5.5,75.34789863003387,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.1,5.5,1.8260870790849222,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.1,3.25,1.8419139738100028,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,1.0,3.25,1.8284862085589957,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.1,10.0,1.8367760006942417,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,0.1,7.75,1.8512274946601819,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,1.0,1.0,1.8417525893952194,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,1.0,5.5,1.8480903896897531,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,1.0,7.75,1.829857877061193,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,10.0,1.0,1.8467888804231296,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,10.0,3.25,1.8366108682339555,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,1.0,10.0,1.852034687565196,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,10.0,7.75,1.8418719781842068,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,10.0,5.5,1.8239092922576445,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,1.0,10.0,1.0,74.90256219224527,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.01,0.1,7.75,693.3876590874061,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,10.0,10.0,1.8357642821150368,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,100.0,3.25,9.32536484616696,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,100.0,5.5,1.840157501825613,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,100.0,1.0,1.8411319724915396,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,100.0,3.25,1.8376430166949516,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,100.0,7.75,1.8331916693980177,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,100.0,100.0,10.0,1.8555248617711682,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,100.0,5.5,9.369332610977116,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,1.0,100.0,7.75,38.632527279242346,565.4444444444443
0.1,0.027825594022071243,111.88888888888889,10.0,100.0,10.0,9.378084216980978,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,10.0,100.0,7.75,9.310065088208535,1119.8888888888887
0.1,0.01,444.55555555555554,1.0,100.0,7.75,346.36251104797213,4446.555555555555
0.1,0.027825594022071243,111.88888888888889,10.0,100.0,1.0,9.36263835506776,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,1.0,100.0,5.5,38.45639985492454,565.4444444444443
0.1,0.027825594022071243,167.33333333333331,0.01,0.01,5.5,1056.069608051776,1674.333333333333
0.1,0.01,167.33333333333331,0.01,1.0,10.0,1257.792243064748,1674.333333333333
0.1,0.01,389.1111111111111,1.0,100.0,10.0,306.33712955855185,3892.111111111111
0.1,0.027825594022071243,167.33333333333331,0.01,0.01,7.75,1051.881100289974,1674.333333333333
0.1,0.01,111.88888888888889,0.01,1.0,3.25,866.6440327586207,1119.8888888888887
0.1,0.027825594022071243,167.33333333333331,0.01,0.01,1.0,1060.8592088073526,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.01,0.01,10.0,1060.8409518194064,1674.333333333333
0.1,0.01,56.44444444444444,0.1,100.0,7.75,224.5500775723532,565.4444444444443
0.1,0.027825594022071243,167.33333333333331,0.01,0.01,3.25,1047.9407068872101,1674.333333333333
0.1,0.01,111.88888888888889,0.01,1.0,7.75,849.4006022801931,1119.8888888888887
0.1,0.01,56.44444444444444,0.1,100.0,3.25,223.27866699038776,565.4444444444443
0.1,0.01,444.55555555555554,0.1,10.0,10.0,1719.1885429133217,4446.555555555555
0.1,0.01,444.55555555555554,0.1,10.0,3.25,1740.0039021477792,4446.555555555555
0.1,0.027825594022071243,167.33333333333331,0.1,0.01,1.0,533.024301684155,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,0.01,3.25,531.5879893316348,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,0.01,5.5,535.0879275752552,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,0.01,7.75,541.5052751932641,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,0.01,10.0,542.4479205258183,1674.333333333333
0.1,0.01,167.33333333333331,0.01,1.0,7.75,1271.2846685386316,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,0.1,1.0,538.3772607233254,1674.333333333333
0.1,0.01,333.66666666666663,1.0,100.0,3.25,261.77847246934436,3337.666666666666
0.1,0.027825594022071243,167.33333333333331,0.1,0.1,3.25,533.2873983864553,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,0.1,5.5,531.1496374053269,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,0.1,10.0,539.1388346188099,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,0.1,7.75,531.2090031373818,1674.333333333333
0.1,0.01,389.1111111111111,1.0,100.0,1.0,306.53713229212525,3892.111111111111
0.1,0.027825594022071243,111.88888888888889,0.1,10.0,3.25,357.7643617946165,1119.8888888888887
0.1,0.027825594022071243,167.33333333333331,0.1,1.0,3.25,533.1811648475388,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,1.0,7.75,533.2688249029977,1674.333333333333
0.1,0.01,56.44444444444444,0.1,100.0,1.0,224.57393780661477,565.4444444444443
0.1,0.027825594022071243,167.33333333333331,0.1,1.0,10.0,538.429882525635,1674.333333333333
0.1,0.01,389.1111111111111,1.0,100.0,3.25,304.75302798008374,3892.111111111111
0.1,0.027825594022071243,111.88888888888889,0.1,10.0,10.0,356.32893176013164,1119.8888888888887
0.1,0.027825594022071243,167.33333333333331,0.1,1.0,1.0,534.274797435132,1674.333333333333
0.1,0.01,167.33333333333331,0.01,1.0,3.25,1270.7842879652753,1674.333333333333
0.1,0.01,167.33333333333331,0.01,1.0,5.5,1277.597668042397,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.1,1.0,5.5,536.2990805501045,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,0.01,1.0,113.2699874257681,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,0.01,5.5,111.88917618904304,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,0.01,3.25,112.35206795519082,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,0.01,7.75,112.59094102246131,1674.333333333333
0.1,0.01,500.0,1.0,100.0,1.0,391.5634878037902,5001.0
0.1,0.027825594022071243,167.33333333333331,1.0,0.01,10.0,111.78293096239652,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,0.1,1.0,111.93157790309566,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,0.1,3.25,112.33223979650612,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.01,0.1,7.75,1047.9314131875294,1674.333333333333
0.1,0.01,444.55555555555554,1.0,100.0,10.0,346.44828700793386,4446.555555555555
0.1,0.027825594022071243,167.33333333333331,1.0,0.1,7.75,112.03963695591042,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,0.1,10.0,113.07728109304047,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,0.1,5.5,112.60980802681678,1674.333333333333
0.1,0.027825594022071243,111.88888888888889,0.1,10.0,5.5,355.5711152594718,1119.8888888888887
0.1,0.027825594022071243,167.33333333333331,1.0,1.0,1.0,112.09070856668366,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,1.0,3.25,112.55533360145941,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,1.0,7.75,112.00229188523494,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,1.0,5.5,111.33028909542665,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,1.0,10.0,112.1802277704046,1674.333333333333
0.1,0.01,389.1111111111111,0.1,10.0,10.0,1538.6278978302962,3892.111111111111
0.1,0.027825594022071243,167.33333333333331,0.01,0.1,1.0,1056.0440784736793,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.01,0.1,5.5,1082.1712096566348,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,10.0,7.75,112.17260290883354,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,0.01,0.1,10.0,1062.5641737038613,1674.333333333333
0.1,0.01,222.77777777777777,0.01,1.0,10.0,1706.9219926474614,2228.7777777777774
0.1,0.027825594022071243,167.33333333333331,0.01,0.1,3.25,1066.8167612679101,1674.333333333333
0.1,0.01,444.55555555555554,1.0,100.0,5.5,346.87430556387056,4446.555555555555
0.1,0.027825594022071243,167.33333333333331,10.0,0.01,1.0,13.470494499750405,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,0.01,3.25,13.493742827321162,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,10.0,3.25,112.4367033457351,1674.333333333333
0.1,0.027825594022071243,111.88888888888889,1.0,100.0,7.75,74.67888606252127,1119.8888888888887
0.1,0.027825594022071243,167.33333333333331,10.0,0.01,7.75,13.524549324172046,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,0.01,5.5,13.53363527911783,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,0.1,1.0,13.578054065209704,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,0.01,10.0,13.555137974481928,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,10.0,5.5,112.38302143912932,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,0.1,7.75,13.394145434864404,1674.333333333333
0.1,0.027825594022071243,111.88888888888889,0.1,10.0,7.75,354.97483782936996,1119.8888888888887
0.1,0.027825594022071243,167.33333333333331,10.0,1.0,1.0,13.587577132536598,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,0.1,3.25,13.471325056274678,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,1.0,3.25,13.493517666962113,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,0.1,5.5,13.51309229133477,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,0.1,10.0,13.475338689478741,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,1.0,10.0,10.0,113.02803046494701,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,1.0,7.75,13.483171459414969,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,1.0,10.0,13.437090851116686,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,1.0,5.5,13.430491920361442,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,10.0,1.0,13.506471674964777,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,10.0,5.5,13.436232742099978,1674.333333333333
0.1,0.027825594022071243,111.88888888888889,0.1,10.0,1.0,354.4735503821411,1119.8888888888887
0.1,0.027825594022071243,167.33333333333331,10.0,10.0,7.75,13.48196649036254,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,10.0,10.0,13.406977066767203,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,0.01,1.0,2.2504746445729813,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,10.0,10.0,3.25,13.492360216538497,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,0.01,10.0,2.2638907329959643,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,0.1,1.0,2.262574262066873,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,0.01,5.5,2.249766712039167,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,0.01,7.75,2.2509075984800266,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,0.01,3.25,2.257196473400185,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,0.1,3.25,2.2660827724241415,1674.333333333333
0.1,0.01,444.55555555555554,1.0,100.0,1.0,348.1172135953684,4446.555555555555
0.1,0.027825594022071243,167.33333333333331,100.0,0.1,5.5,2.2598889408663365,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,0.1,7.75,2.274204101159973,1674.333333333333
0.1,0.01,444.55555555555554,0.1,10.0,5.5,1741.4818430501718,4446.555555555555
0.1,0.027825594022071243,167.33333333333331,100.0,1.0,3.25,2.2652939416944022,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,0.1,10.0,2.259827939120687,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,1.0,5.5,2.262642250119306,1674.333333333333
0.1,0.027825594022071243,111.88888888888889,1.0,100.0,1.0,75.61644464387817,1119.8888888888887
0.1,0.027825594022071243,167.33333333333331,100.0,1.0,10.0,2.271850771354128,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,1.0,7.75,2.2404212644188144,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,1.0,1.0,2.2545312371982265,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,10.0,1.0,2.2599408530306877,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,10.0,3.25,2.2624884744100955,1674.333333333333
0.1,0.027825594022071243,167.33333333333331,100.0,10.0,7.75,2.2619220385344243,1674.333333333333
