alpha_off,alpha_on,beta,gamma_m,gamma_p,protein_degradation,fano_m,expected_fano_m
0.1,0.01,444.55555555555554,10.0,0.01,7.75,39.37623048608654,4446.555555555555
0.1,0.01,111.88888888888889,1.0,100.0,3.25,88.76904099182424,1119.8888888888887
0.1,0.01,111.88888888888889,0.1,10.0,5.5,442.2585160977448,1119.8888888888887
0.1,0.01,389.1111111111111,10.0,100.0,5.5,34.5510220755261,3892.111111111111
0.1,0.01,444.55555555555554,10.0,0.01,1.0,39.2448782374479,4446.555555555555
0.1,0.01,444.55555555555554,10.0,0.01,5.5,39.152810208752506,4446.555555555555
0.1,0.01,111.88888888888889,1.0,100.0,10.0,88.77553665664773,1119.8888888888887
0.1,0.01,167.33333333333331,0.1,10.0,10.0,661.115846570886,1674.333333333333
0.1,0.01,278.22222222222223,0.01,0.1,7.75,2091.7285247685404,2783.222222222222
0.1,0.01,444.55555555555554,10.0,0.01,10.0,39.47295861373281,4446.555555555555
0.1,0.01,167.33333333333331,0.1,10.0,7.75,654.6410116066297,1674.333333333333
0.1,0.01,444.55555555555554,10.0,0.1,1.0,39.44303040021433,4446.555555555555
0.1,0.01,444.55555555555554,10.0,0.1,3.25,39.29573867509159,4446.555555555555
0.1,0.01,444.55555555555554,10.0,0.1,5.5,39.260162426995905,4446.555555555555
0.1,0.01,444.55555555555554,10.0,0.1,10.0,39.481745310542586,4446.555555555555
0.1,0.01,444.55555555555554,10.0,1.0,10.0,39.37162515828719,4446.555555555555
0.1,0.01,444.55555555555554,10.0,1.0,1.0,39.382378547126585,4446.555555555555
0.1,0.01,222.77777777777777,0.01,0.1,1.0,1688.4735311202774,2228.7777777777774
0.1,0.01,444.55555555555554,10.0,1.0,3.25,39.44226743503024,4446.555555555555
0.1,0.01,444.55555555555554,10.0,0.1,7.75,39.230072600890914,4446.555555555555
0.1,0.01,444.55555555555554,10.0,1.0,5.5,39.5667826436184,4446.555555555555
0.1,0.01,444.55555555555554,10.0,1.0,7.75,39.40485984344489,4446.555555555555
0.1,0.01,278.22222222222223,0.01,0.1,10.0,2104.9123283542913,2783.222222222222
0.1,0.01,444.55555555555554,10.0,10.0,10.0,39.5548368358907,4446.555555555555
0.1,0.01,444.55555555555554,10.0,10.0,5.5,39.53568218639999,4446.555555555555
0.1,0.01,444.55555555555554,10.0,10.0,3.25,39.2497311649814,4446.555555555555
0.1,0.01,444.55555555555554,10.0,10.0,7.75,39.43793554656911,4446.555555555555
0.1,0.01,222.77777777777777,0.01,0.1,5.5,1689.526596652402,2228.7777777777774
0.1,0.01,444.55555555555554,100.0,0.01,1.0,4.842038677211219,4446.555555555555
0.1,0.01,444.55555555555554,100.0,0.01,5.5,4.879892477361782,4446.555555555555
0.1,0.01,444.55555555555554,100.0,0.1,1.0,4.839082996095722,4446.555555555555
0.1,0.01,444.55555555555554,100.0,0.01,10.0,4.890100847173187,4446.555555555555
0.1,0.01,444.55555555555554,10.0,10.0,1.0,39.29125456602465,4446.555555555555
0.1,0.01,444.55555555555554,100.0,0.01,7.75,4.852915047250817,4446.555555555555
0.1,0.01,444.55555555555554,100.0,0.1,3.25,4.851991659186646,4446.555555555555
0.1,0.01,444.55555555555554,100.0,0.01,3.25,4.855524945164072,4446.555555555555
0.1,0.01,444.55555555555554,100.0,0.1,5.5,4.887738929713951,4446.555555555555
0.1,0.01,444.55555555555554,100.0,0.1,7.75,4.870183360829243,4446.555555555555
0.1,0.01,444.55555555555554,100.0,1.0,5.5,4.84413212952289,4446.555555555555
0.1,0.01,444.55555555555554,100.0,1.0,7.75,4.8700809664442355,4446.555555555555
0.1,0.01,444.55555555555554,100.0,10.0,3.25,4.886972654950248,4446.555555555555
0.1,0.01,444.55555555555554,100.0,10.0,7.75,4.8435783428431,4446.555555555555
0.1,0.01,444.55555555555554,100.0,1.0,10.0,4.8710092730271635,4446.555555555555
0.1,0.01,444.55555555555554,100.0,1.0,3.25,4.877056968677738,4446.555555555555
0.1,0.01,444.55555555555554,100.0,1.0,1.0,4.858030528013653,4446.555555555555
0.1,0.01,444.55555555555554,100.0,10.0,10.0,4.882434313555884,4446.555555555555
0.1,0.01,444.55555555555554,100.0,10.0,1.0,4.87006258663036,4446.555555555555
0.1,0.01,444.55555555555554,100.0,100.0,1.0,4.872257664365357,4446.555555555555
0.1,0.01,444.55555555555554,100.0,0.1,10.0,4.898130945153647,4446.555555555555
0.1,0.01,111.88888888888889,1.0,100.0,7.75,88.45665646650687,1119.8888888888887
0.1,0.01,444.55555555555554,100.0,10.0,5.5,4.86409730475322,4446.555555555555
0.1,0.01,444.55555555555554,100.0,100.0,3.25,4.878462185413123,4446.555555555555
0.1,0.01,444.55555555555554,0.1,1.0,1.0,1748.229336523537,4446.555555555555
0.1,0.01,444.55555555555554,100.0,100.0,5.5,4.829009513072446,4446.555555555555
0.1,0.01,444.55555555555554,100.0,100.0,7.75,4.870397264877927,4446.555555555555
0.1,0.01,444.55555555555554,0.1,1.0,3.25,1763.1562320074763,4446.555555555555
0.1,0.01,444.55555555555554,100.0,100.0,10.0,4.841338685389243,4446.555555555555
0.1,0.01,444.55555555555554,0.1,1.0,5.5,1750.4749920899328,4446.555555555555
0.1,0.01,167.33333333333331,0.1,10.0,5.5,657.550824795497,1674.333333333333
0.1,0.01,333.66666666666663,0.01,0.1,1.0,2512.7466737708974,3337.666666666666
0.1,0.01,167.33333333333331,1.0,100.0,10.0,132.02847351133215,1674.333333333333
0.1,0.01,444.55555555555554,10.0,100.0,1.0,39.209734378646445,4446.555555555555
0.1,0.01,444.55555555555554,1.0,10.0,3.25,349.79654548185283,4446.555555555555
0.1,0.01,444.55555555555554,0.1,1.0,7.75,1734.5790716296926,4446.555555555555
0.1,0.01,444.55555555555554,1.0,10.0,7.75,347.5016591277419,4446.555555555555
0.1,0.01,111.88888888888889,0.1,10.0,3.25,441.42519066941344,1119.8888888888887
0.1,0.01,444.55555555555554,1.0,10.0,10.0,348.6925983713697,4446.555555555555
0.1,0.01,444.55555555555554,10.0,100.0,5.5,39.2074380673464,4446.555555555555
0.1,0.01,444.55555555555554,1.0,10.0,5.5,347.56433076794104,4446.555555555555
0.1,0.01,444.55555555555554,0.1,1.0,10.0,1748.2026142647878,4446.555555555555
0.1,0.01,500.0,0.01,0.01,5.5,3818.2583299515222,5001.0
0.1,0.01,389.1111111111111,0.01,0.1,10.0,2908.58836565305,3892.111111111111
0.1,0.01,444.55555555555554,1.0,10.0,1.0,348.6046961466699,4446.555555555555
0.1,0.01,500.0,0.1,0.01,7.75,2002.1108649913879,5001.0
0.1,0.01,500.0,0.1,0.01,5.5,1973.1759231586307,5001.0
0.1,0.01,500.0,0.1,0.01,1.0,1985.8607631401344,5001.0
0.1,0.01,500.0,0.1,0.01,10.0,1926.1407238723905,5001.0
0.1,0.01,500.0,0.1,0.01,3.25,1978.083268613483,5001.0
0.1,0.01,500.0,0.01,0.01,7.75,3706.6276081367046,5001.0
0.1,0.01,500.0,0.01,0.01,10.0,3758.5933163792433,5001.0
0.1,0.01,500.0,0.1,0.1,3.25,1943.8345434784524,5001.0
0.1,0.01,500.0,0.1,0.1,1.0,1985.316425155433,5001.0
0.1,0.01,500.0,0.01,0.01,1.0,3788.7408397514587,5001.0
0.1,0.01,444.55555555555554,10.0,100.0,3.25,39.23166080092182,4446.555555555555
0.1,0.01,500.0,0.01,0.01,3.25,3913.7341936638086,5001.0
0.1,0.01,56.44444444444444,0.01,1.0,10.0,429.21751270779237,565.4444444444443
0.1,0.01,500.0,0.1,0.1,5.5,1977.5644439873488,5001.0
0.1,0.01,333.66666666666663,0.01,0.1,7.75,2499.1907808791534,3337.666666666666
0.1,0.01,500.0,0.1,0.1,7.75,1960.9052784061619,5001.0
0.1,0.01,56.44444444444444,0.01,1.0,1.0,432.63465213513854,565.4444444444443
0.1,0.01,167.33333333333331,1.0,100.0,5.5,131.74666410218384,1674.333333333333
0.1,0.01,56.44444444444444,0.01,1.0,5.5,426.2165251534906,565.4444444444443
0.1,0.01,167.33333333333331,0.1,10.0,3.25,647.113003385473,1674.333333333333
0.1,0.01,389.1111111111111,0.01,0.1,1.0,2974.338002440247,3892.111111111111
0.1,0.01,500.0,0.1,0.1,10.0,1936.4118612081254,5001.0
0.1,0.01,56.44444444444444,0.01,1.0,3.25,430.31756967050575,565.4444444444443
0.1,0.01,389.1111111111111,0.01,0.1,3.25,2961.5962654966165,3892.111111111111
0.1,0.01,444.55555555555554,10.0,100.0,7.75,39.35112304507296,4446.555555555555
0.1,0.01,500.0,1.0,0.01,5.5,391.3036568361313,5001.0
0.1,0.01,500.0,1.0,0.01,1.0,390.3062483404791,5001.0
0.1,0.01,222.77777777777777,1.0,100.0,3.25,174.6750604363228,2228.7777777777774
0.1,0.01,222.77777777777777,1.0,100.0,1.0,174.6460570306009,2228.7777777777774
0.1,0.01,500.0,1.0,0.01,3.25,391.0400554630499,5001.0
0.1,0.01,500.0,1.0,0.01,7.75,390.1705419836247,5001.0
0.1,0.01,500.0,1.0,0.1,1.0,392.3598293189278,5001.0
0.1,0.01,500.0,1.0,0.1,5.5,390.39073162579376,5001.0
0.1,0.01,500.0,1.0,0.01,10.0,392.6049763330438,5001.0
0.1,0.01,500.0,1.0,0.1,3.25,392.1206537701304,5001.0
0.1,0.01,389.1111111111111,0.01,0.1,5.5,2979.953896797598,3892.111111111111
0.1,0.01,500.0,1.0,0.1,7.75,391.24832383385575,5001.0
0.1,0.01,500.0,1.0,0.1,10.0,390.06143121018664,5001.0
0.1,0.01,500.0,1.0,1.0,5.5,390.9295942368573,5001.0
0.1,0.01,444.55555555555554,10.0,100.0,10.0,39.394134756571404,4446.555555555555
0.1,0.01,444.55555555555554,0.01,0.1,7.75,3508.3494048412595,4446.555555555555
0.1,0.01,500.0,1.0,1.0,1.0,391.8484441888322,5001.0
0.1,0.01,500.0,1.0,1.0,3.25,389.40200580701804,5001.0
0.1,0.01,500.0,1.0,1.0,10.0,391.62837911256105,5001.0
0.1,0.01,500.0,1.0,1.0,7.75,391.00970769529863,5001.0
0.1,0.01,444.55555555555554,0.01,0.1,10.0,3437.072342274348,4446.555555555555
0.1,0.01,500.0,10.0,0.01,1.0,43.97132185368558,5001.0
0.1,0.01,444.55555555555554,0.01,0.1,5.5,3376.9354989419567,4446.555555555555
0.1,0.01,278.22222222222223,0.1,10.0,10.0,1102.0822617869446,2783.222222222222
0.1,0.01,500.0,0.1,1.0,7.75,2015.7080115929991,5001.0
0.1,0.01,500.0,10.0,0.01,3.25,44.201459106548704,5001.0
0.1,0.01,500.0,10.0,0.01,7.75,43.997232227298724,5001.0
0.1,0.01,500.0,10.0,0.01,5.5,43.9844342163756,5001.0
0.1,0.01,500.0,10.0,0.01,10.0,44.15343410218581,5001.0
0.1,0.01,500.0,0.1,1.0,5.5,2018.9598342633938,5001.0
0.1,0.01,500.0,10.0,0.1,1.0,44.06465811647579,5001.0
0.1,0.01,500.0,10.0,0.1,3.25,44.18354639301958,5001.0
0.1,0.01,500.0,10.0,0.1,5.5,43.96433680030836,5001.0
0.1,0.01,500.0,10.0,0.1,7.75,44.104869351219634,5001.0
0.1,0.01,500.0,10.0,1.0,3.25,44.12827783770082,5001.0
0.1,0.01,500.0,10.0,0.1,10.0,44.0349181360283,5001.0
0.1,0.01,500.0,10.0,1.0,1.0,44.19056844925037,5001.0
0.1,0.01,500.0,0.1,1.0,3.25,2001.2749814146887,5001.0
0.1,0.01,500.0,0.1,1.0,10.0,1985.1892874143648,5001.0
0.1,0.01,500.0,10.0,1.0,5.5,43.992310177778315,5001.0
0.1,0.01,500.0,10.0,1.0,7.75,43.866990361022665,5001.0
0.1,0.01,500.0,10.0,1.0,10.0,44.387569051620254,5001.0
0.1,0.01,444.55555555555554,0.01,0.1,1.0,3369.473418994467,4446.555555555555
0.1,0.01,500.0,10.0,10.0,3.25,43.96482408761601,5001.0
0.1,0.01,500.0,10.0,10.0,1.0,44.09821482142889,5001.0
0.1,0.01,222.77777777777777,0.1,10.0,5.5,869.992525171317,2228.7777777777774
0.1,0.01,278.22222222222223,1.0,100.0,7.75,218.1984069649549,2783.222222222222
0.1,0.01,500.0,1.0,10.0,7.75,391.3937016122349,5001.0
0.1,0.01,500.0,10.0,10.0,10.0,44.077808489545255,5001.0
0.1,0.01,500.0,10.0,10.0,5.5,44.09582309661118,5001.0
0.1,0.01,500.0,10.0,10.0,7.75,43.86034433915111,5001.0
0.1,0.01,500.0,100.0,0.01,3.25,5.349506706051247,5001.0
0.1,0.01,500.0,100.0,0.01,5.5,5.372161331840314,5001.0
0.1,0.01,500.0,100.0,0.01,7.75,5.376706925137296,5001.0
0.1,0.01,500.0,0.1,1.0,1.0,1998.0960460111357,5001.0
0.1,0.01,500.0,100.0,0.1,3.25,5.364275726757713,5001.0
0.1,0.01,500.0,100.0,0.01,1.0,5.3190473509714495,5001.0
0.1,0.01,500.0,100.0,0.01,10.0,5.317881911537707,5001.0
0.1,0.01,500.0,100.0,0.1,5.5,5.337992567870866,5001.0
0.1,0.01,500.0,100.0,0.1,1.0,5.325290064717672,5001.0
0.1,0.01,500.0,100.0,0.1,7.75,5.377879144586135,5001.0
0.1,0.01,500.0,100.0,1.0,1.0,5.321355838095356,5001.0
0.1,0.01,222.77777777777777,0.1,10.0,3.25,881.7069414703708,2228.7777777777774
0.1,0.01,167.33333333333331,1.0,100.0,3.25,131.79824817237565,1674.333333333333
0.1,0.01,500.0,100.0,1.0,7.75,5.345817236547094,5001.0
0.1,0.01,500.0,100.0,0.1,10.0,5.379643661255765,5001.0
0.1,0.01,500.0,100.0,1.0,5.5,5.340166269186308,5001.0
0.1,0.01,167.33333333333331,1.0,100.0,7.75,131.56901840782712,1674.333333333333
0.1,0.01,500.0,100.0,10.0,1.0,5.3634563657217855,5001.0
0.1,0.01,500.0,100.0,1.0,3.25,5.31811066091877,5001.0
0.1,0.01,500.0,100.0,1.0,10.0,5.337151894157054,5001.0
0.1,0.01,500.0,100.0,10.0,3.25,5.342999754375497,5001.0
0.1,0.01,500.0,100.0,10.0,10.0,5.369183316181464,5001.0
0.1,0.01,500.0,100.0,10.0,7.75,5.350138927870007,5001.0
0.1,0.01,389.1111111111111,0.01,0.1,7.75,3023.665198208428,3892.111111111111
0.1,0.01,500.0,100.0,10.0,5.5,5.347874874477498,5001.0
0.1,0.027825594022071243,56.44444444444444,0.01,0.01,3.25,357.87543480263747,565.4444444444443
0.1,0.01,500.0,100.0,100.0,7.75,5.352514578801595,5001.0
0.1,0.027825594022071243,56.44444444444444,0.01,0.01,5.5,349.4399811211256,565.4444444444443
0.1,0.01,500.0,100.0,100.0,3.25,5.354418620945515,5001.0
0.1,0.027825594022071243,56.44444444444444,0.01,0.01,1.0,360.90711051077307,565.4444444444443
0.1,0.01,500.0,100.0,100.0,5.5,5.377720408018032,5001.0
0.1,0.01,500.0,100.0,100.0,1.0,5.365936691685723,5001.0
0.1,0.01,500.0,100.0,100.0,10.0,5.350238894691634,5001.0
0.1,0.01,222.77777777777777,1.0,100.0,7.75,175.42980815186098,2228.7777777777774
0.1,0.027825594022071243,56.44444444444444,0.01,0.01,7.75,355.93773904455537,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.01,0.01,10.0,361.5789956394814,565.4444444444443
0.1,0.01,500.0,10.0,100.0,3.25,44.05671606576673,5001.0
0.1,0.01,500.0,10.0,100.0,1.0,44.28588705828059,5001.0
0.1,0.01,500.0,1.0,10.0,5.5,391.60427486140895,5001.0
0.1,0.01,333.66666666666663,0.1,10.0,7.75,1320.914290138235,3337.666666666666
0.1,0.01,500.0,10.0,100.0,7.75,44.04124919152822,5001.0
0.1,0.01,500.0,1.0,10.0,3.25,390.84338998558695,5001.0
0.1,0.01,500.0,10.0,100.0,10.0,44.38485504590996,5001.0
0.1,0.01,500.0,1.0,10.0,10.0,391.9825842105756,5001.0
0.1,0.01,333.66666666666663,1.0,100.0,10.0,262.16960671118534,3337.666666666666
0.1,0.027825594022071243,56.44444444444444,0.1,0.01,1.0,181.36384136177028,565.4444444444443
0.1,0.01,500.0,1.0,10.0,1.0,390.2261087247493,5001.0
0.1,0.027825594022071243,56.44444444444444,0.1,0.01,3.25,181.41374134833137,565.4444444444443
0.1,0.01,333.66666666666663,1.0,100.0,7.75,261.6420753248535,3337.666666666666
0.1,0.027825594022071243,56.44444444444444,0.1,0.01,7.75,177.1734528408417,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,0.01,5.5,184.33134242019258,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,0.01,10.0,179.6997462197902,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,0.1,1.0,182.50870440021663,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,0.1,5.5,182.78863708904387,565.4444444444443
0.1,0.01,500.0,0.01,0.1,7.75,3847.8319770811268,5001.0
0.1,0.027825594022071243,56.44444444444444,0.1,0.1,7.75,180.6933557256565,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,0.1,10.0,181.73401883023047,565.4444444444443
0.1,0.01,278.22222222222223,1.0,100.0,3.25,217.86510672336198,2783.222222222222
0.1,0.027825594022071243,56.44444444444444,0.1,0.1,3.25,180.83099387037146,565.4444444444443
0.1,0.01,56.44444444444444,0.01,1.0,7.75,435.9917065917925,565.4444444444443
0.1,0.01,222.77777777777777,1.0,100.0,10.0,174.40669779440753,2228.7777777777774
0.1,0.027825594022071243,56.44444444444444,0.01,0.1,3.25,359.0276779562306,565.4444444444443
0.1,0.01,278.22222222222223,1.0,100.0,5.5,217.57836869258747,2783.222222222222
0.1,0.027825594022071243,56.44444444444444,0.01,0.1,7.75,361.6549126879991,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,1.0,1.0,181.4263146947319,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,1.0,3.25,183.48463511290362,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,1.0,5.5,181.44581642126946,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.01,0.1,5.5,358.37105923841,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,1.0,7.75,183.54670329198413,565.4444444444443
0.1,0.01,500.0,10.0,100.0,5.5,44.22163677501171,5001.0
0.1,0.01,278.22222222222223,0.1,10.0,5.5,1101.4894122285878,2783.222222222222
0.1,0.027825594022071243,56.44444444444444,1.0,0.01,1.0,38.5125351676393,565.4444444444443
0.1,0.01,222.77777777777777,0.1,10.0,1.0,875.4159357301579,2228.7777777777774
0.1,0.027825594022071243,56.44444444444444,1.0,0.01,5.5,38.699711346601745,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,0.01,7.75,38.63434146028518,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,0.01,3.25,38.40163772492877,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,0.01,10.0,38.31523946901523,565.4444444444443
0.1,0.01,222.77777777777777,0.1,10.0,10.0,872.7398387996642,2228.7777777777774
0.1,0.027825594022071243,56.44444444444444,1.0,0.1,1.0,38.31204297019412,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,0.1,5.5,38.684540713258016,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,0.1,3.25,38.136497537425356,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,0.1,7.75,38.62238958285124,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,0.1,10.0,38.642265533513786,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,1.0,7.75,38.591944285225075,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.1,1.0,10.0,183.6693653899757,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,1.0,1.0,38.29877264946873,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,1.0,3.25,38.58215114409022,565.4444444444443
0.1,0.01,111.88888888888889,0.01,1.0,1.0,854.5056054678005,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,1.0,1.0,5.5,38.399021680095,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.01,0.1,10.0,358.00387073689666,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,1.0,10.0,38.49189866818912,565.4444444444443
0.1,0.01,222.77777777777777,0.1,10.0,7.75,871.0932607211483,2228.7777777777774
0.1,0.01,278.22222222222223,0.1,10.0,7.75,1100.4610605521248,2783.222222222222
0.1,0.027825594022071243,56.44444444444444,1.0,10.0,7.75,38.540354716333205,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,10.0,3.25,38.49405819044788,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,0.01,1.0,5.232033769302287,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,0.01,3.25,5.195901077281127,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,0.01,5.5,5.201817545638209,565.4444444444443
0.1,0.01,333.66666666666663,0.1,10.0,1.0,1308.7749588624529,3337.666666666666
0.1,0.027825594022071243,56.44444444444444,10.0,0.01,10.0,5.20218976157464,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,0.01,7.75,5.188799557468947,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,0.1,1.0,5.213928249674314,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,0.1,3.25,5.241544747585451,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,0.1,5.5,5.207295847050668,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,0.1,7.75,5.222377211903624,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,10.0,5.5,38.58634900120343,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,10.0,10.0,38.28275998270602,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,0.1,10.0,5.1658316825111,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,1.0,1.0,5.203300622183913,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,1.0,7.75,5.228444063348673,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,1.0,3.25,5.200006419969993,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,1.0,10.0,5.199943842195387,565.4444444444443
0.1,0.01,111.88888888888889,0.01,1.0,10.0,843.6577456932761,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,10.0,1.0,5.5,5.179325218714375,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,1.0,10.0,1.0,38.4065373255998,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,10.0,1.0,5.176389466892364,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,10.0,5.5,5.227882819304787,565.4444444444443
0.1,0.01,444.55555555555554,0.01,0.1,3.25,3402.394644286733,4446.555555555555
0.1,0.027825594022071243,56.44444444444444,10.0,10.0,7.75,5.1823292226322035,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,10.0,3.25,5.2331025695935995,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,10.0,10.0,5.17103993392848,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,0.01,1.0,1.4183026510100791,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,0.01,3.25,1.4315685515424952,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,0.01,5.5,1.4209681025118588,565.4444444444443
0.1,0.01,222.77777777777777,1.0,100.0,5.5,173.92554857692696,2228.7777777777774
0.1,0.027825594022071243,56.44444444444444,100.0,0.01,7.75,1.4186837765597948,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,0.01,0.1,1.0,356.68585496249233,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,0.1,1.0,1.4231897830765547,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,0.01,10.0,1.4204031304920408,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,0.1,7.75,1.436280602593278,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,0.1,5.5,1.4245983035081882,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,0.1,3.25,1.4304220058827712,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,100.0,3.25,5.227177120782499,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,1.0,1.0,1.4231936551822146,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,1.0,7.75,1.4329042101185145,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,0.1,10.0,1.4252252459405685,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,1.0,10.0,1.4211025202817391,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,100.0,5.5,5.232256742900873,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,1.0,3.25,1.4298877584497376,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,1.0,5.5,1.4257971437284218,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,10.0,1.0,1.4248184694874515,565.4444444444443
0.1,0.01,500.0,0.01,0.1,10.0,3801.593211431476,5001.0
0.1,0.027825594022071243,56.44444444444444,10.0,100.0,10.0,5.208949791753966,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,10.0,3.25,1.430211841503209,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,10.0,5.5,1.4249242938000044,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,10.0,7.75,1.4181379281511888,565.4444444444443
0.1,0.01,278.22222222222223,0.1,10.0,3.25,1095.023868937328,2783.222222222222
0.1,0.027825594022071243,56.44444444444444,100.0,100.0,3.25,1.4291706165174989,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,10.0,10.0,1.4242448169786854,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,100.0,7.75,1.415885079938012,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,100.0,5.5,1.4224987112629621,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,100.0,1.0,1.4262948439684504,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,100.0,100.0,10.0,1.4160954003855823,565.4444444444443
0.1,0.01,333.66666666666663,0.1,10.0,3.25,1311.3775084166873,3337.666666666666
0.1,0.027825594022071243,56.44444444444444,10.0,100.0,1.0,5.205406858620679,565.4444444444443
0.1,0.027825594022071243,56.44444444444444,10.0,100.0,7.75,5.175748631608062,565.4444444444443
0.1,0.01,278.22222222222223,0.1,10.0,1.0,1098.6442208347048,2783.222222222222
0.1,0.01,278.22222222222223,1.0,100.0,1.0,218.35374249618837,2783.222222222222
0.1,0.027825594022071243,111.88888888888889,0.01,0.01,7.75,702.1396400436606,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.01,0.01,1.0,728.0012021793198,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.01,0.01,3.25,720.9243996527633,1119.8888888888887
0.1,0.027825594022071243,111.88888888888889,0.01,0.01,5.5,706.0119545721091,1119.8888888888887
0.1,0.01,389.1111111111111,0.1,10.0,5.5,1527.3267067185716,3892.111111111111
0.1,0.01,278.22222222222223,1.0,100.0,10.0,217.21942688139097,2783.222222222222
0.1,0.027825594022071243,56.44444444444444,0.1,10.0,5.5,181.4270197581348,565.4444444444443
0.1,0.01,389.1111111111111,0.1,10.0,1.0,1516.8736183242163,3892.111111111111
0.1,0.01,500.0,0.01,0.1,3.25,3866.0348130577127,5001.0
0.1,0.01,389.1111111111111,1.0,100.0,5.5,304.742753497838,3892.111111111111
0.1,0.027825594022071243,56.44444444444444,0.1,10.0,10.0,181.567483450185,565.4444444444443
