Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.9625
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.9625
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.9625
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.9625
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.9625
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.9625
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.975
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.9625
"[{'sigma_u': 0.9150243485379753, 'sigma_b': 0.08497565146202457, 'rho': 303.91092510152635, 'd': 0.25825028846928755, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.7385046728972, 'Stressed Variance': 22044.82433047428, 'Stressed Steady State Time': 38.7221251882135, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.4900000000000009,1.0,1.4900000000000009,0.925,0.5125,0.8,0.525,0.7125,0.45,0.6125,0.9875,1.0,0.925,0.9625
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9160624464101265, 'sigma_b': 0.08393755358987347, 'rho': 307.6744193118889, 'd': 0.25825438059224876, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.01088785046728, 'Stressed Variance': 21757.945255286486, 'Stressed Steady State Time': 38.721511623799884, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.5000000000000009,1.0,1.5000000000000009,0.9125,0.6125,0.8375,0.575,0.6125,0.45,0.5125,1.0,1.0,0.925,0.9875
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9170821804945359, 'sigma_b': 0.08291781950546415, 'rho': 311.463076687425, 'd': 0.2582583917538444, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 97.40084112149533, 'Stressed Variance': 21463.441662843914, 'Stressed Steady State Time': 38.72091021743591, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.510000000000001,1.0,1.510000000000001,0.875,0.475,0.7875,0.5,0.625,0.45,0.9625,1.0,1.0,0.9,1.0
"[{'sigma_u': 0.9180839680375626, 'sigma_b': 0.08191603196243727, 'rho': 315.27689743783003, 'd': 0.25826232407535343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.38808411214953, 'Stressed Variance': 22177.964110348064, 'Stressed Steady State Time': 38.720320649953926, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.520000000000001,1.0,1.520000000000001,0.925,0.4625,0.8,0.4875,0.6125,0.45,0.575,1.0,0.9875,0.7625,1.0
"[{'sigma_u': 0.9180839680375626, 'sigma_b': 0.08191603196243727, 'rho': 315.27689743783003, 'd': 0.25826232407535343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.38808411214953, 'Stressed Variance': 22177.964110348064, 'Stressed Steady State Time': 38.720320649953926, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.520000000000001,1.0,1.520000000000001,0.925,0.4625,0.8,0.4875,0.6125,0.45,0.575,1.0,0.9875,0.7625,1.0
"[{'sigma_u': 0.9180839680375626, 'sigma_b': 0.08191603196243727, 'rho': 315.27689743783003, 'd': 0.25826232407535343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.38808411214953, 'Stressed Variance': 22177.964110348064, 'Stressed Steady State Time': 38.720320649953926, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.520000000000001,1.0,1.520000000000001,0.925,0.4625,0.8,0.4875,0.6125,0.45,0.575,1.0,0.9875,0.7625,1.0
"[{'sigma_u': 0.9180839680375626, 'sigma_b': 0.08191603196243727, 'rho': 315.27689743783003, 'd': 0.25826232407535343, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.38808411214953, 'Stressed Variance': 22177.964110348064, 'Stressed Steady State Time': 38.720320649953926, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.520000000000001,1.0,1.520000000000001,0.925,0.4625,0.8,0.4875,0.6125,0.45,0.575,1.0,0.9875,0.7625,1.0
