Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.1251588400790996, 'sigma_b': 2.0, 'rho': 26.06471366904655, 'd': 1.226483083404552, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.934335664335663, 'Stressed Variance': 29.3362476355812, 'Stressed Steady State Time': 8.153394152197636}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.54,0.5,0.27,1.0,0.5625,1.0,0.5375,0.7,0.45,0.5125,0.725,1.0,0.6375,0.775
"[{'sigma_u': 0.1251588400790996, 'sigma_b': 2.0, 'rho': 26.06471366904655, 'd': 1.226483083404552, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.934335664335663, 'Stressed Variance': 29.3362476355812, 'Stressed Steady State Time': 8.153394152197636}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.54,0.5,0.27,1.0,0.5625,1.0,0.5375,0.7,0.45,0.5125,0.725,1.0,0.6375,0.775
"[{'sigma_u': 0.1251588400790996, 'sigma_b': 2.0, 'rho': 26.06471366904655, 'd': 1.226483083404552, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.934335664335663, 'Stressed Variance': 29.3362476355812, 'Stressed Steady State Time': 8.153394152197636}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.54,0.5,0.27,1.0,0.5625,1.0,0.5375,0.7,0.45,0.5125,0.725,1.0,0.6375,0.775
"[{'sigma_u': 0.1251588400790996, 'sigma_b': 2.0, 'rho': 26.06471366904655, 'd': 1.226483083404552, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.934335664335663, 'Stressed Variance': 29.3362476355812, 'Stressed Steady State Time': 8.153394152197636}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.54,0.5,0.27,1.0,0.5625,1.0,0.5375,0.7,0.45,0.5125,0.725,1.0,0.6375,0.775
"[{'sigma_u': 0.1251588400790996, 'sigma_b': 2.0, 'rho': 26.06471366904655, 'd': 1.226483083404552, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.934335664335663, 'Stressed Variance': 29.3362476355812, 'Stressed Steady State Time': 8.153394152197636}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.54,0.5,0.27,1.0,0.5625,1.0,0.5375,0.7,0.45,0.5125,0.725,1.0,0.6375,0.775
"[{'sigma_u': 0.1251588400790996, 'sigma_b': 2.0, 'rho': 26.06471366904655, 'd': 1.226483083404552, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.934335664335663, 'Stressed Variance': 29.3362476355812, 'Stressed Steady State Time': 8.153394152197636}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.54,0.5,0.27,1.0,0.5625,1.0,0.5375,0.7,0.45,0.5125,0.725,1.0,0.6375,0.775
"[{'sigma_u': 0.1251588400790996, 'sigma_b': 2.0, 'rho': 26.06471366904655, 'd': 1.226483083404552, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.934335664335663, 'Stressed Variance': 29.3362476355812, 'Stressed Steady State Time': 8.153394152197636}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.54,0.5,0.27,1.0,0.5625,1.0,0.5375,0.7,0.45,0.5125,0.725,1.0,0.6375,0.775
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.13921751176968192, 'sigma_b': 2.0, 'rho': 26.66130800658422, 'd': 1.2463112264132727, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.976258741258743, 'Stressed Variance': 30.461359429556463, 'Stressed Steady State Time': 8.02367802525437}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",0.55,0.5,0.275,1.0,0.55,0.9875,0.525,0.675,0.45,0.5,1.0,1.0,0.425,0.9875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.15347676772948582, 'sigma_b': 2.0, 'rho': 27.24624111149492, 'd': 1.2652210378950104, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.952902097902097, 'Stressed Variance': 31.341802766638956, 'Stressed Steady State Time': 7.903757288637349}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.56,0.5,0.28,1.0,0.6,0.975,0.6125,0.775,0.45,0.5,0.7,1.0,0.525,0.7875
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.167957598186522, 'sigma_b': 2.0, 'rho': 27.819561079823316, 'd': 1.283215183871407, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.93653846153846, 'Stressed Variance': 32.45048312264658, 'Stressed Steady State Time': 7.792925244096953}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5700000000000001,0.5,0.28500000000000003,1.0,0.7125,0.9875,0.7375,0.825,0.45,0.5,0.9875,1.0,0.5,0.7125
"[{'sigma_u': 0.182680528256473, 'sigma_b': 2.0, 'rho': 28.381353180255967, 'd': 1.3002980881919084, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.942937062937062, 'Stressed Variance': 33.73275780722774, 'Stressed Steady State Time': 7.690544261204912}, {'Normal Mean': 19.96074829931973, 'Normal Variance': 100.44090828358554, 'Normal Steady State Time': 3.3491978583729334})",0.5800000000000001,0.5,0.29000000000000004,1.0,0.725,0.9875,0.7,0.8125,0.45,0.5,1.0,0.9875,0.4875,0.7
